,driverId,raceId,constructorId,fastestLap,rank,fastestLapTime,fastestLapSpeed
22448,825,914,1,38,9,153510,184.17
22449,154,914,208,28,16,155302,181.308
22450,813,914,208,26,15,154702,182.256
22451,828,914,207,27,14,154669,182.309
22452,820,914,206,25,21,156472,179.486
22453,155,914,207,29,18,155641,180.776
22454,824,914,206,27,20,155985,180.24
22455,16,914,15,25,19,155753,180.601
22457,1,915,131,48,3,141606,207.2
22458,3,915,131,52,2,141360,207.703
22459,822,915,3,53,1,140896,208.658
22460,18,915,1,47,4,141964,206.472
22461,825,915,1,44,14,143076,204.245
22462,4,915,6,53,6,142179,206.038
22463,817,915,9,50,13,143050,204.296
22464,20,915,9,53,8,142630,205.133
22465,8,915,6,45,11,142919,204.556
22466,815,915,10,47,12,142924,204.547
22467,13,915,3,47,10,142879,204.636
22468,807,915,10,50,9,142685,205.023
22469,818,915,5,53,7,142550,205.293
22470,826,915,5,52,5,142022,206.355
22471,821,915,15,45,18,144075,202.284
22472,16,915,15,42,15,143822,202.777
22473,154,915,208,49,19,144461,201.537
22474,813,915,208,50,17,144030,202.372
22475,828,915,207,48,16,143979,202.471
22476,155,915,207,17,20,147407,196.009
22477,820,915,206,8,21,148268,194.45
22478,1,916,131,49,4,141929,194.712
22479,3,916,131,48,5,141932,194.706
22480,817,916,9,33,7,142831,193.004
22481,13,916,3,50,9,142971,192.741
22482,822,916,3,55,6,142505,193.617
22483,4,916,6,47,2,141474,195.585
22484,20,916,9,50,1,141379,195.768
22485,825,916,1,29,14,144287,190.309
22486,818,916,5,17,12,144180,190.504
22487,813,916,208,38,11,143808,191.187
22488,154,916,208,51,15,144440,190.03
22489,18,916,1,33,13,144255,190.367
22490,8,916,6,54,8,142888,192.897
22491,821,916,15,47,10,143006,192.676
22492,826,916,5,53,3,141689,195.171
22493,807,916,10,15,16,146226,186.835
22496,3,917,131,62,2,113619,210.711
22497,1,917,131,62,1,113555,210.895
22498,13,917,3,59,7,114101,209.341
22499,18,917,1,68,4,113999,209.629
22500,20,917,9,68,5,114018,209.576
22501,4,917,6,55,10,114313,208.744
22502,8,917,6,37,17,114963,206.934
22503,807,917,10,70,3,113728,210.4
22504,825,917,1,62,11,114544,208.097
22505,822,917,3,64,9,114229,208.98
22506,826,917,5,62,8,114144,209.219
22507,813,917,208,47,14,114810,207.357
22508,818,917,5,65,13,114774,207.457
22509,821,917,15,64,16,114875,207.177
22510,815,917,10,70,12,114550,208.08
22511,16,917,15,42,15,114834,207.29
22512,154,917,208,63,6,114070,209.428
22513,817,917,9,30,18,115387,205.77
22514,1,918,131,49,4,145599,189.342
22515,13,918,3,47,2,144826,190.738
22516,822,918,3,54,6,145727,189.113
22517,817,918,9,50,1,144496,191.341
22518,18,918,1,47,9,146739,187.32
22519,807,918,10,47,7,145777,189.024
22520,815,918,10,49,8,145808,188.968
22521,20,918,9,51,3,145552,189.427
22522,4,918,6,45,12,147424,186.126
22523,8,918,6,46,16,147736,185.586
22524,825,918,1,37,10,146824,187.171
22525,818,918,5,50,5,145686,189.186
22526,154,918,208,35,17,147897,185.31
22527,3,918,131,17,11,146869,187.092
22528,821,918,15,43,15,147698,185.652
22529,16,918,15,44,14,147508,185.98
22530,829,918,207,47,18,148398,184.453
22531,155,918,207,38,13,147431,186.113
22532,813,918,208,9,20,148933,183.547
22533,826,918,5,10,19,148748,183.859
22534,1,926,131,50,1,130945,209.915
22535,3,926,131,47,2,131092,209.577
22536,20,926,6,52,4,131457,208.74
22537,13,926,3,50,6,131719,208.144
22538,831,926,15,46,9,132612,206.137
22539,817,926,9,46,10,132797,205.726
22540,807,926,10,48,8,131970,207.576
22541,828,926,15,51,5,131560,208.505
22542,832,926,5,49,11,132872,205.56
22543,815,926,10,46,7,131959,207.601
22544,18,926,1,56,12,133338,204.534
22545,8,926,6,36,3,131426,208.811
22546,830,926,5,30,13,134295,202.458
22552,20,927,6,46,3,143648,193.501
22553,1,927,131,45,2,143125,193.501
22554,3,927,131,43,1,142062,195.516
22555,8,927,6,40,7,144124,191.644
22556,822,927,3,42,6,144088,191.71
22557,13,927,3,40,5,143990,191.891
22558,830,927,5,42,9,144579,190.81
22559,832,927,5,37,15,145507,189.132
22560,826,927,9,41,8,144514,190.929
22561,817,927,9,42,13,145312,189.482
22562,154,927,208,36,10,144812,190.386
22563,831,927,15,45,4,143902,192.054
22564,815,927,10,37,14,145345,189.423
22565,807,927,10,46,11,144822,190.368
22566,833,927,209,44,19,149040,183.004
22567,813,927,208,38,12,145070,189.919
22568,18,927,1,38,16,146056,188.153
22569,4,927,1,17,17,148460,183.983
22570,828,927,15,3,18,148760,183.475
22572,1,928,131,31,1,142208,191.996
22573,3,928,131,39,2,142565,191.328
22574,20,928,6,15,5,143018,190.487
22575,8,928,6,48,6,143026,190.472
22576,13,928,3,37,4,142734,191.013
22577,822,928,3,37,7,143051,190.426
22578,154,928,208,34,8,143134,190.272
22579,831,928,15,46,12,143692,189.248
22580,817,928,9,46,9,143245,190.068
22581,828,928,15,32,15,144204,188.319
22582,815,928,10,44,10,143512,189.578
22583,4,928,1,40,13,143728,189.183
22584,832,928,5,41,3,142652,191.166
22585,18,928,1,21,16,144991,186.907
22586,829,928,209,40,17,145414,186.157
22587,833,928,209,43,19,145963,185.192
22588,830,928,5,46,14,143880,188.906
22589,813,928,208,37,11,143686,189.259
22590,826,928,9,13,20,146291,184.621
22591,807,928,10,6,18,145844,185.401
22592,1,929,131,38,5,137857,199.098
22593,8,929,6,42,1,136311,202.294
22594,3,929,131,36,3,137326,200.184
22595,822,929,3,16,6,138095,198.615
22596,20,929,6,38,2,136624,201.639
22597,817,929,9,53,12,138948,196.903
22598,154,929,208,34,15,139161,196.48
22599,815,929,10,39,8,138338,198.124
22600,826,929,9,36,11,138725,197.348
22601,13,929,3,12,14,139094,196.613
22602,4,929,1,38,13,138992,196.815
22603,831,929,15,43,7,138216,198.37
22604,807,929,10,40,10,138653,197.492
22605,828,929,15,27,9,138422,197.955
22606,813,929,208,43,4,137665,199.49
22607,829,929,209,36,18,141759,191.464
22608,833,929,209,36,19,142033,190.949
22609,830,929,5,32,16,139607,195.6
22610,832,929,5,13,17,140651,193.571
22612,3,930,131,53,2,129109,188.061
22613,1,930,131,54,1,128270,189.849
22614,20,930,6,61,6,130737,184.687
22615,822,930,3,44,5,130711,184.74
22616,8,930,6,47,3,129931,186.342
22617,13,930,3,51,4,130374,185.429
22618,817,930,9,56,8,131124,183.903
22619,154,930,208,46,15,131945,182.261
22620,832,930,5,62,9,131156,183.838
22621,826,930,9,40,11,131887,182.376
22622,830,930,5,46,12,131896,182.358
22623,831,930,15,41,13,131928,182.294
22624,815,930,10,38,14,131932,182.286
22625,828,930,15,52,16,132222,181.713
22626,807,930,10,51,7,130888,184.38
22627,18,930,1,46,10,131162,183.826
22628,829,930,209,49,19,133655,178.933
22629,833,930,209,51,20,134211,177.877
22630,813,930,208,17,17,132912,180.364
22631,4,930,1,23,18,133387,179.446
22632,3,931,131,76,2,118599,152.841
22633,20,931,6,75,4,118854,152.347
22634,1,931,131,42,3,118676,152.692
22635,826,931,9,75,7,119130,151.815
22636,817,931,9,74,1,118063,153.891
22637,8,931,6,74,10,119651,150.822
22638,815,931,10,74,11,119657,150.811
22639,18,931,1,76,9,119490,151.128
22640,831,931,15,76,15,120017,150.133
22641,832,931,5,48,13,119816,150.511
22642,807,931,10,46,14,119921,150.313
22643,154,931,208,40,17,120483,149.263
22644,828,931,15,75,8,119285,151.519
22645,822,931,3,74,6,118944,152.173
22646,13,931,3,72,12,119764,150.609
22647,833,931,209,47,18,121715,147.013
22648,829,931,209,58,20,122693,145.274
22649,830,931,5,49,5,118873,152.31
22650,4,931,1,36,16,120459,149.308
22651,813,931,208,3,19,122271,146.019
22652,1,932,131,64,3,117472,202.648
22653,3,932,131,63,5,117637,202.218
22654,822,932,3,67,6,117922,201.478
22655,8,932,6,42,1,116987,203.925
22656,20,932,6,59,2,117105,203.613
22657,13,932,3,64,4,117553,202.437
22658,813,932,208,51,10,118385,200.288
22659,807,932,10,66,9,118238,200.664
22660,826,932,9,69,8,118048,201.153
22661,154,932,208,51,7,117969,201.356
22662,815,932,10,49,14,118889,199.008
22663,832,932,5,61,12,118811,199.205
22664,817,932,9,67,16,119060,198.578
22665,828,932,15,58,15,118890,199.006
22666,830,932,5,50,11,118616,199.699
22667,831,932,15,47,17,119088,198.507
22668,829,932,209,38,19,120707,194.525
22669,833,932,209,37,20,120804,194.292
22670,18,932,1,49,13,118856,199.092
22671,4,932,1,41,18,119580,197.28
22672,3,933,131,35,1,111235,218.622
22673,1,933,131,60,2,111475,217.888
22674,13,933,3,58,4,111613,217.468
22675,20,933,6,44,3,111499,217.815
22676,822,933,3,52,7,112248,215.557
22677,807,933,10,62,12,112541,214.686
22678,813,933,208,58,6,111785,216.947
22679,830,933,5,64,9,112349,215.256
22680,815,933,10,58,10,112377,215.173
22681,817,933,9,69,5,111689,217.238
22682,831,933,15,57,14,113050,213.19
22683,826,933,9,54,8,112316,215.354
22684,828,933,15,56,11,112516,214.76
22685,833,933,209,58,16,114939,207.817
22686,154,933,208,34,13,112881,213.685
22687,832,933,5,28,15,113234,212.655
22688,18,933,1,5,17,152208,138.792
22692,1,934,131,29,1,137093,218.425
22693,3,934,131,24,2,137403,217.73
22694,20,934,6,31,6,137707,217.053
22695,13,934,3,26,3,137466,217.589
22696,822,934,3,32,5,137513,217.484
22697,826,934,9,28,7,137910,216.603
22698,807,934,10,32,9,138296,215.752
22699,8,934,6,31,4,137493,217.529
22700,815,934,10,25,10,138466,215.379
22701,4,934,1,30,12,138883,214.471
22702,828,934,15,31,8,138131,216.115
22703,833,934,209,26,15,142324,207.259
22704,829,934,209,28,14,141919,208.082
22705,832,934,5,26,11,138697,214.875
22706,817,934,9,14,13,139940,212.203
22707,830,934,5,3,16,220776,150.647
22712,20,936,6,63,5,126772,181.759
22713,826,936,9,57,4,126519,182.29
22714,817,936,9,68,1,124821,185.939
22715,830,936,5,62,11,127650,179.938
22716,4,936,1,67,10,127311,180.637
22717,1,936,131,68,3,125727,183.974
22718,154,936,208,60,14,128080,179.059
22719,3,936,131,68,2,125149,185.223
22720,18,936,1,65,17,128535,178.139
22721,828,936,15,60,12,128004,179.214
22722,831,936,15,51,15,128268,178.678
22723,13,936,3,59,6,126864,181.566
22724,822,936,3,51,8,127058,181.161
22725,813,936,208,62,9,127130,181.012
22726,833,936,209,59,20,129868,175.497
22727,829,936,209,56,19,129543,176.134
22728,832,936,5,38,18,128611,177.986
22729,8,936,6,24,7,126954,181.378
22730,815,936,10,51,16,128499,178.212
22731,807,936,10,38,13,128074,179.072
22732,1,937,131,34,2,152504,224.12
22733,3,937,131,34,1,152416,224.295
22734,154,937,208,37,12,154779,219.677
22735,826,937,9,29,3,153032,223.073
22736,815,937,10,29,13,154796,219.645
22737,13,937,3,23,8,154093,220.998
22738,8,937,6,30,9,154517,220.18
22739,830,937,5,36,4,153276,222.592
22740,822,937,3,23,10,154646,219.932
22741,828,937,15,30,7,154022,221.136
22742,831,937,15,29,6,153991,221.196
22743,20,937,6,29,14,155316,218.654
22744,4,937,1,34,5,153692,221.778
22745,18,937,1,38,15,155533,218.244
22746,833,937,209,32,18,158174,213.366
22747,829,937,209,33,17,158150,213.41
22748,832,937,5,25,11,154680,219.867
22749,817,937,9,2,16,156263,216.873
22752,1,938,131,48,1,126672,240.617
22753,20,938,6,52,3,127376,238.678
22754,13,938,3,31,8,127874,237.326
22755,822,938,3,49,6,127525,238.272
22756,8,938,6,43,7,127584,238.111
22757,815,938,10,46,10,128140,236.609
22758,807,938,10,36,14,128913,234.552
22759,817,938,9,50,9,128065,236.811
22760,828,938,15,22,12,128516,235.604
22761,826,938,9,39,11,128231,236.365
22762,832,938,5,38,5,127510,238.313
22763,830,938,5,35,4,127390,238.64
22764,831,938,15,51,13,128653,235.24
22765,18,938,1,33,16,129766,232.324
22766,829,938,209,51,17,131098,228.927
22767,833,938,209,29,18,131311,228.393
22768,3,938,131,43,2,127067,239.525
22769,4,938,1,42,15,129285,233.575
22772,20,939,6,53,2,150069,165.659
22773,817,939,9,52,1,150041,165.701
22774,8,939,6,48,5,150341,165.251
22775,3,939,131,50,7,150934,164.368
22776,822,939,3,49,10,151342,163.765
22777,826,939,9,36,8,151109,164.109
22778,815,939,10,44,12,151970,162.847
22779,830,939,5,43,4,150298,165.315
22780,832,939,5,43,6,150401,165.161
22781,831,939,15,36,15,152566,161.984
22782,828,939,15,30,11,151594,163.395
22783,813,939,208,57,3,150175,165.5
22784,154,939,208,28,13,152353,162.292
22785,834,939,209,43,19,155312,158.127
22786,829,939,209,45,20,155890,157.338
22787,18,939,1,43,9,151167,164.023
22788,4,939,1,27,16,153325,160.9
22789,1,939,131,24,14,152505,162.072
22790,13,939,3,19,17,153666,160.417
22791,807,939,10,6,18,153868,160.132
22792,1,940,131,33,1,136145,217.434
22793,3,940,131,31,2,137147,215.191
22794,20,940,6,32,3,137906,213.523
22795,8,940,6,32,4,138035,213.242
22796,822,940,3,41,8,138241,212.795
22797,807,940,10,43,9,138331,212.6
22798,154,940,208,35,6,138167,212.955
22799,813,940,208,39,5,138136,213.022
22800,830,940,5,32,7,138237,212.803
22801,832,940,5,16,13,138686,211.835
22802,4,940,1,45,16,139614,209.862
22803,815,940,10,50,11,138591,212.039
22804,826,940,9,36,10,138366,212.524
22805,828,940,15,28,15,139343,210.434
22806,817,940,9,32,14,138898,211.381
22807,18,940,1,31,18,140121,208.799
22808,13,940,3,51,12,138595,212.031
22809,834,940,209,35,20,141467,206.029
22810,829,940,209,44,19,141452,206.06
22811,831,940,15,39,17,140088,208.868
22812,1,941,131,44,3,140573,209.328
22813,20,941,6,51,1,140071,210.378
22814,815,941,10,48,9,141772,206.862
22815,13,941,3,48,4,140881,208.689
22816,8,941,6,48,2,140294,209.91
22817,831,941,15,52,6,141372,207.678
22818,813,941,208,52,7,141507,207.402
22819,18,941,1,53,13,143068,204.261
22820,830,941,5,45,15,143265,203.871
22821,4,941,1,29,12,142639,205.115
22822,822,941,3,45,5,141134,208.167
22823,833,941,209,50,17,145049,200.409
22824,829,941,209,50,16,144926,200.644
22825,817,941,9,43,10,141888,206.626
22826,832,941,5,44,11,142258,205.879
22827,154,941,208,7,18,145266,199.996
22828,3,941,131,6,14,143133,204.132
22831,1,942,131,48,2,140738,197.014
22833,3,942,131,49,1,140666,197.154
22834,20,942,6,52,3,141330,195.863
22835,830,942,5,51,9,143172,192.366
22836,815,942,10,54,7,143010,192.668
22837,18,942,1,50,8,143026,192.638
22838,832,942,5,51,5,142660,193.325
22839,813,942,208,51,6,142849,192.97
22840,831,942,15,54,12,144407,190.09
22841,817,942,9,53,4,141980,194.614
22842,4,942,1,55,11,144323,190.243
22843,834,942,209,50,16,148173,183.472
22844,826,942,9,41,10,143728,191.335
22845,807,942,10,24,13,145095,188.846
22846,828,942,15,24,15,147381,184.825
22847,8,942,6,24,14,146186,186.905
22848,13,942,3,22,17,148231,183.374
22849,154,942,208,8,18,159612,165.926
22850,822,942,3,3,19,231939,130.623
22852,3,943,131,67,1,120521,192.426
22853,1,943,131,67,2,120723,191.945
22854,822,943,3,68,4,121585,189.917
22855,826,943,9,69,3,121549,190.001
22856,817,943,9,70,5,121625,189.824
22857,13,943,3,71,7,122009,188.935
22858,807,943,10,69,9,122391,188.059
22859,815,943,10,51,12,122757,187.227
22860,830,943,5,70,10,122603,187.576
22861,154,943,208,69,13,122893,186.92
22862,813,943,208,70,14,122963,186.762
22863,828,943,15,62,11,122716,187.32
22864,832,943,5,46,8,122172,188.56
22865,18,943,1,49,15,123006,186.666
22866,834,943,209,69,18,125005,182.276
22867,829,943,209,67,19,125540,181.136
22868,831,943,15,48,16,123350,185.895
22869,20,943,6,48,6,121847,189.309
22870,8,943,6,20,17,124054,184.338
22872,3,944,131,57,2,114957,206.95
22873,1,944,131,51,1,114832,207.296
22874,20,944,6,57,3,115046,206.705
22875,8,944,6,48,4,115416,205.691
22876,822,944,3,61,10,116039,204.005
22877,807,944,10,66,16,116774,202.052
22878,826,944,9,41,14,116500,202.776
22879,154,944,208,57,5,115739,204.813
22880,830,944,5,56,9,115972,204.185
22881,813,944,208,63,13,116354,203.164
22882,817,944,9,56,11,116313,203.273
22883,815,944,10,53,8,115970,204.191
22884,831,944,15,41,17,116794,202.0
22885,18,944,1,53,12,116321,203.252
22886,4,944,1,54,15,116519,202.726
22887,828,944,15,57,7,115789,204.678
22888,829,944,209,42,19,119098,196.116
22889,834,944,209,43,18,118617,197.316
22891,13,944,3,57,6,115743,204.803
22892,3,945,131,37,5,145356,189.779
22893,1,945,131,44,1,144517,191.302
22894,8,945,6,47,4,144942,190.528
22895,20,945,6,48,2,144550,191.242
22896,815,945,10,30,8,145892,188.818
22897,817,945,9,46,9,146305,188.085
22898,807,945,10,29,16,147064,186.751
22899,13,945,3,33,14,146984,186.891
22900,154,945,208,47,7,145859,188.877
22901,826,945,9,27,13,146882,187.069
22902,832,945,5,38,15,146998,186.867
22903,18,945,1,29,17,147509,185.978
22904,822,945,3,45,11,146464,187.804
22905,828,945,15,48,12,146517,187.71
22906,831,945,15,46,10,146424,187.874
22907,830,945,5,40,6,145746,189.079
22908,4,945,1,52,3,144796,190.793
22909,829,945,209,53,18,149610,182.414
22910,833,945,209,26,19,151213,179.784
22912,3,948,131,21,3,130557,210.815
22913,1,948,131,48,4,130646,210.608
22914,20,948,6,23,2,129951,212.235
22915,817,948,9,49,1,128997,214.51
22916,13,948,3,39,9,132288,206.861
22917,154,948,210,48,17,132862,205.582
22918,807,948,10,49,16,132833,205.646
22919,822,948,3,51,14,132725,205.886
22920,832,948,5,23,7,131671,208.253
22921,830,948,5,44,6,131516,208.606
22922,835,948,4,14,18,132955,205.376
22923,825,948,4,45,10,132452,206.494
22924,815,948,10,39,15,132780,205.764
22925,18,948,1,33,8,131684,208.223
22926,831,948,15,48,13,132711,205.917
22927,836,948,209,34,12,132673,206.001
22928,828,948,15,15,21,133892,203.327
22929,8,948,6,21,5,130701,210.48
22930,837,948,209,15,20,133847,203.424
22931,821,948,210,4,19,132998,205.281
22932,4,948,1,14,11,132553,206.268
22934,3,949,131,41,1,134482,206.21
22935,8,949,6,39,3,135158,204.745
22936,1,949,131,43,2,134677,205.785
22937,817,949,9,44,9,136064,202.814
22938,154,949,210,42,11,136095,202.749
22939,830,949,5,49,7,135504,204.004
22940,826,949,9,36,8,135678,203.633
22941,13,949,3,31,16,137560,199.704
22942,822,949,3,37,15,137077,200.698
22943,838,949,1,44,12,136121,202.694
22944,825,949,4,40,14,136730,201.418
22945,828,949,15,32,17,138003,198.802
22946,836,949,209,43,6,135448,204.123
22947,831,949,15,49,5,135360,204.312
22948,807,949,10,53,4,135188,204.681
22949,815,949,10,39,10,136067,202.808
22950,837,949,209,47,13,136685,201.512
22951,832,949,5,22,18,138408,197.983
22952,821,949,210,2,19,139341,196.124
22953,18,949,1,3,20,139427,195.954
22956,3,950,131,38,6,140418,195.419
22957,20,950,6,37,9,140610,195.046
22958,826,950,9,38,14,141546,193.248
22959,817,950,9,55,11,141015,194.264
22960,8,950,6,40,8,140593,195.079
22961,13,950,3,34,16,141815,192.737
22962,1,950,131,32,10,140662,194.945
22963,830,950,5,41,5,140399,195.456
22964,832,950,5,35,12,141485,193.364
22965,822,950,3,23,15,141558,193.225
22966,815,950,10,30,17,141846,192.679
22967,4,950,1,36,19,142226,191.962
22968,18,950,1,46,3,140298,195.652
22969,821,950,210,45,4,140368,195.516
22970,807,950,10,48,1,139824,196.581
22971,828,950,15,41,22,143269,190.024
22972,825,950,4,22,21,142311,191.803
22973,836,950,209,48,13,141489,193.356
22974,154,950,210,47,2,139923,196.387
22975,831,950,15,42,7,140582,195.1
22976,837,950,209,42,18,142009,192.371
22977,835,950,4,26,20,142232,191.951
22978,3,951,131,52,1,139094,212.452
22979,1,951,131,36,4,140266,209.969
22980,8,951,6,47,3,140101,210.315
22981,822,951,3,37,6,141159,208.115
22982,13,951,3,52,2,139743,211.07
22983,4,951,1,52,5,140347,209.799
22984,825,951,4,50,9,141832,206.74
22985,154,951,210,51,12,142026,206.347
22986,815,951,10,47,10,141897,206.608
22987,18,951,1,50,8,141720,206.968
22988,817,951,9,46,7,141179,208.074
22989,832,951,5,41,15,142205,205.986
22990,835,951,4,37,19,142660,205.073
22991,828,951,15,45,14,142050,206.298
22992,826,951,9,44,17,142344,205.706
22993,831,951,15,50,16,142253,205.889
22994,821,951,210,52,18,142378,205.637
22995,836,951,209,43,11,141907,206.588
22996,830,951,5,32,13,142029,206.341
23000,830,952,9,36,6,128816,188.682
23001,8,952,6,38,4,128538,189.274
23002,20,952,6,39,2,127974,190.488
23003,817,952,9,46,3,128209,189.98
23004,822,952,3,60,8,129081,188.12
23005,832,952,5,42,11,129663,186.899
23006,815,952,10,37,15,129801,186.612
23007,13,952,3,43,9,129238,187.789
23008,18,952,1,39,18,130260,185.663
23009,826,952,5,53,1,126948,192.735
23010,821,952,210,34,17,130139,185.912
23011,828,952,15,42,12,129715,186.791
23012,835,952,4,35,14,129779,186.658
23013,825,952,4,57,5,128716,188.894
23014,831,952,15,38,16,129905,186.396
23015,836,952,209,37,19,131182,183.786
23016,837,952,209,52,10,129402,187.445
23017,154,952,210,41,7,128974,188.347
23018,4,952,1,41,13,129750,186.718
23019,807,952,10,8,20,131810,182.529
23022,1,953,131,71,1,117939,154.135
23023,817,953,9,67,3,118294,153.437
23024,815,953,10,64,4,118446,153.139
23025,20,953,6,62,2,118005,154.005
23026,4,953,1,72,8,119170,151.739
23027,807,953,10,74,11,119232,151.62
23028,3,953,131,74,6,118763,152.523
23029,832,953,5,70,5,118519,152.997
23030,18,953,1,66,12,119670,150.786
23031,13,953,3,69,9,119213,151.656
23032,821,953,210,69,7,119131,151.814
23033,822,953,3,66,10,119223,151.637
23034,154,953,210,65,14,120219,149.755
23035,836,953,209,60,15,120372,149.469
23036,837,953,209,70,13,119868,150.413
23037,828,953,15,51,16,121342,147.687
23038,831,953,15,46,17,121889,146.701
23039,830,953,9,34,18,126563,138.779
23040,825,953,4,27,19,129802,133.774
23041,826,953,5,14,20,137895,122.715
23042,8,953,6,10,21,147149,112.116
23043,835,953,4,2,22,158474,101.399
23044,1,954,131,68,2,115981,206.625
23045,20,954,6,70,3,116297,205.769
23046,822,954,3,68,10,116938,204.055
23047,830,954,9,49,4,116319,205.71
23048,3,954,131,60,1,115599,207.669
23049,8,954,6,44,9,116919,204.105
23050,817,954,9,51,5,116506,205.207
23051,807,954,10,68,8,116604,204.944
23052,832,954,5,54,7,116578,205.014
23053,815,954,10,54,6,116559,205.065
23054,4,954,1,67,13,117307,203.081
23055,826,954,5,50,11,116942,204.044
23056,821,954,210,48,15,117728,201.981
23057,154,954,210,50,12,117281,203.149
23058,828,954,15,63,17,118100,201.019
23059,825,954,4,42,18,118224,200.7
23060,836,954,209,48,19,118282,200.551
23061,831,954,15,66,16,117883,201.579
23062,837,954,209,57,20,118658,199.593
23063,13,954,3,32,14,117424,202.774
23064,835,954,4,6,22,119879,196.542
23065,18,954,1,5,21,119456,197.588
23066,3,955,131,48,1,146485,202.946
23067,20,955,6,49,5,147028,201.917
23068,815,955,10,45,4,146990,201.988
23069,8,955,6,41,6,147181,201.629
23070,1,955,131,42,2,146822,202.306
23071,822,955,3,50,9,147604,200.836
23072,817,955,9,51,12,147736,200.59
23073,830,955,9,50,3,146973,202.021
23074,807,955,10,37,15,148012,200.077
23075,13,955,3,35,13,147761,200.543
23076,18,955,1,50,10,147622,200.802
23077,831,955,15,48,11,147708,200.642
23078,154,955,210,48,14,147943,200.205
23079,825,955,4,41,19,149282,197.752
23080,835,955,4,48,8,147583,200.875
23081,821,955,210,50,7,147563,200.912
23082,828,955,15,48,17,148898,198.449
23083,837,955,209,27,21,151365,194.053
23084,4,955,1,27,18,149101,198.08
23085,836,955,209,33,20,150571,195.447
23086,832,955,5,31,16,148804,198.621
23087,826,955,5,2,22,153167,190.963
23088,1,956,131,67,1,108411,227.647
23089,830,956,9,69,5,109618,223.7
23090,8,956,6,66,4,108876,226.11
23091,3,956,131,66,2,108491,227.381
23092,817,956,9,66,3,108770,226.459
23093,18,956,1,70,9,110001,222.476
23094,154,956,210,67,8,109925,222.718
23095,832,956,5,68,11,110138,222.042
23096,822,956,3,55,12,110210,221.814
23097,836,956,209,67,19,110859,219.782
23098,821,956,210,55,6,109694,223.456
23099,835,956,4,53,13,110228,221.757
23100,831,956,15,46,16,110415,221.168
23101,825,956,4,56,17,110450,221.058
23102,828,956,15,58,18,110704,220.264
23103,837,956,209,66,15,110342,221.398
23104,815,956,10,66,10,110120,222.099
23105,4,956,1,44,20,111020,219.284
23106,807,956,10,53,14,110309,221.502
23107,13,956,3,59,7,109899,222.801
23108,20,956,6,10,21,111441,217.992
23109,826,956,5,2,22,118302,198.891
23110,1,957,131,45,3,135771,221.44
23111,830,957,9,41,6,136407,219.979
23112,3,957,131,44,1,135548,221.957
23113,817,957,9,52,4,136013,220.882
23114,8,957,6,39,8,136994,218.648
23115,815,957,10,35,15,137900,216.625
23116,807,957,10,51,11,137618,217.25
23117,832,957,5,43,10,137401,217.734
23118,20,957,6,44,7,136933,218.786
23119,826,957,5,35,13,137667,217.141
23120,13,957,3,40,5,136141,220.588
23121,18,957,1,36,16,137907,216.609
23122,4,957,1,43,2,135669,221.676
23123,822,957,3,45,9,137383,217.775
23124,831,957,15,43,17,138710,214.847
23125,821,957,210,44,14,137713,217.039
23126,825,957,4,43,12,137619,217.248
23127,835,957,4,36,18,139755,212.596
23128,837,957,209,23,19,141380,209.189
23129,154,957,210,14,20,155507,183.604
23130,828,957,15,9,21,200286,176.309
23131,836,957,209,4,22,248804,125.634
23132,1,958,131,69,3,123849,188.095
23133,3,958,131,60,2,123670,188.497
23134,817,958,9,60,5,124608,186.407
23135,20,958,6,59,4,124383,186.904
23136,830,958,9,40,7,124687,186.234
23137,8,958,6,52,1,123086,189.822
23138,4,958,1,62,8,124958,185.639
23139,832,958,5,67,10,125103,185.323
23140,822,958,3,59,11,125273,184.954
23141,807,958,10,69,13,125392,184.696
23142,815,958,10,65,9,125021,185.502
23143,835,958,4,41,16,125743,183.94
23144,821,958,210,39,17,125955,183.486
23145,154,958,210,56,18,125958,183.48
23146,825,958,4,39,19,126230,182.901
23147,826,958,5,48,6,124669,186.273
23148,831,958,15,66,15,125676,184.084
23149,13,958,3,68,12,125296,184.904
23150,836,958,209,47,20,126524,182.28
23151,828,958,15,47,14,125475,184.517
23152,837,958,209,64,22,127791,179.649
23153,18,958,1,9,21,126744,181.817
23154,1,959,131,52,3,118746,209.107
23155,817,959,9,48,1,118442,209.918
23156,830,959,9,47,4,118910,208.673
23157,3,959,131,51,5,119122,208.114
23158,20,959,6,48,2,118710,209.203
23159,8,959,6,36,6,119572,206.937
23160,807,959,10,46,12,120056,205.686
23161,18,959,1,48,9,119781,206.395
23162,822,959,3,36,15,120442,204.699
23163,815,959,10,46,8,119606,206.848
23164,821,959,210,56,10,119883,206.131
23165,4,959,1,50,13,120132,205.49
23166,154,959,210,58,14,120250,205.188
23167,832,959,5,54,11,119957,205.94
23168,826,959,5,51,7,119585,206.903
23169,825,959,4,42,21,121649,201.673
23170,836,959,209,49,16,120710,204.019
23171,828,959,15,35,18,121212,202.758
23172,835,959,4,55,17,121127,202.97
23173,837,959,209,56,22,121845,201.19
23174,831,959,15,45,19,121420,202.24
23175,13,959,3,31,20,121476,202.101
23176,3,960,131,11,2,151746,225.64
23177,817,960,9,11,4,152461,224.205
23178,1,960,131,40,1,151583,225.969
23179,807,960,10,41,10,153530,222.094
23180,815,960,10,34,8,153414,222.321
