,driverId,raceId,position,q1,q2,q3
5215,155,870,15,1:22.801,1:22.300,\N
5216,818,870,16,1:22.799,1:22.380,\N
5217,30,870,17,1:22.436,1:22.723,\N
5218,817,870,18,1:23.250,\N,\N
5219,5,870,19,1:23.576,\N,\N
5220,808,870,20,1:24.167,\N,\N
5221,819,870,21,1:25.244,\N,\N
5222,10,870,22,1:25.476,\N,\N
5223,37,870,23,1:25.916,\N,\N
5224,39,870,24,1:26.178,\N,\N
5225,18,871,1,1:49.250,1:47.654,1:47.573
5226,155,871,2,1:49.686,1:48.569,1:47.871
5227,813,871,3,1:48.993,1:48.780,1:47.893
5228,8,871,4,1:49.546,1:48.414,1:48.205
5229,815,871,5,1:49.642,1:47.980,1:48.219
5230,4,871,6,1:49.401,1:48.598,1:48.313
5231,17,871,7,1:49.859,1:48.546,1:48.392
5232,1,871,8,1:49.605,1:48.563,1:48.394
5233,154,871,9,1:50.126,1:48.714,1:48.538
5234,814,871,10,1:50.033,1:48.729,1:48.890
5235,20,871,11,1:49.722,1:48.792,\N
5236,807,871,12,1:49.362,1:48.855,\N
5237,30,871,13,1:49.742,1:49.081,\N
5238,13,871,14,1:49.588,1:49.147,\N
5239,818,871,15,1:49.763,1:49.354,\N
5240,817,871,16,1:49.572,1:49.543,\N
5241,811,871,17,1:49.958,1:50.088,\N
5242,3,871,18,1:50.181,\N,\N
5243,5,871,19,1:51.739,\N,\N
5244,808,871,20,1:51.967,\N,\N
5245,10,871,21,1:52.336,\N,\N
5246,37,871,22,1:53.030,\N,\N
5247,819,871,23,1:53.493,\N,\N
5248,39,871,24,1:54.989,\N,\N
5249,1,872,1,1:24.211,1:24.394,1:24.010
5250,18,872,2,1:24.672,1:24.255,1:24.133
5251,13,872,3,1:24.882,1:24.505,1:24.247
5252,814,872,4,1:24.875,1:24.345,1:24.304
5253,30,872,5,1:25.302,1:24.675,1:24.540
5254,20,872,6,1:25.011,1:24.687,1:24.802
5255,3,872,7,1:24.689,1:24.515,1:24.833
5256,8,872,8,1:25.151,1:24.742,1:24.855
5257,155,872,9,1:25.317,1:24.683,1:25.109
5258,4,872,10,1:24.175,1:24.242,1:25.678
5259,17,872,11,1:25.556,1:24.809,\N
5260,813,872,12,1:25.103,1:24.820,\N
5261,815,872,13,1:25.300,1:24.901,\N
5262,811,872,14,1:25.135,1:25.042,\N
5263,817,872,15,1:25.728,1:25.312,\N
5264,816,872,16,1:25.834,1:25.408,\N
5265,818,872,17,1:25.649,1:25.441,\N
5266,5,872,18,1:26.382,\N,\N
5267,808,872,19,1:26.887,\N,\N
5268,10,872,20,1:27.039,\N,\N
5269,819,872,21,1:27.073,\N,\N
5270,39,872,22,1:27.441,\N,\N
5271,37,872,23,1:27.629,\N,\N
5272,1,873,1,1:48.285,1:46.665,1:46.362
5273,813,873,2,1:49.494,1:47.602,1:46.804
5274,20,873,3,1:48.240,1:46.791,1:46.905
5275,18,873,4,1:49.381,1:47.661,1:46.939
5276,4,873,5,1:49.391,1:47.567,1:47.216
5277,814,873,6,1:48.028,1:47.667,1:47.241
5278,17,873,7,1:48.717,1:47.513,1:47.475
5279,154,873,8,1:47.688,1:47.529,1:47.788
5280,30,873,9,1:49.546,1:47.823,\N
5281,3,873,10,1:49.463,1:47.943,\N
5282,807,873,11,1:49.547,1:47.975,\N
5283,8,873,12,1:48.169,1:48.261,\N
5284,13,873,13,1:49.767,1:48.344,\N
5285,815,873,14,1:49.055,1:48.505,\N
5286,817,873,15,1:49.023,1:48.774,\N
5287,818,873,16,1:49.564,1:48.849,\N
5288,811,873,17,1:49.809,\N,\N
5289,155,873,18,1:49.933,\N,\N
5290,808,873,19,1:50.846,\N,\N
5291,5,873,20,1:51.137,\N,\N
5292,10,873,21,1:51.370,\N,\N
5293,819,873,22,1:51.762,\N,\N
5294,39,873,23,1:52.372,\N,\N
5295,37,873,24,1:53.355,\N,\N
5296,20,874,1,1:32.608,1:31.501,1:30.839
5297,17,874,2,1:32.951,1:31.950,1:31.090
5298,18,874,3,1:33.077,1:31.772,1:31.290
5299,155,874,4,1:32.042,1:31.886,1:31.700
5300,154,874,5,1:32.029,1:31.988,1:31.898
5301,815,874,6,1:32.147,1:32.169,1:32.022
5302,4,874,7,1:32.459,1:31.833,1:32.114
5303,8,874,8,1:32.221,1:31.826,1:32.208
5304,1,874,9,1:33.061,1:32.121,1:32.327
5305,807,874,10,1:32.828,1:32.272,\N
5306,13,874,11,1:32.946,1:32.293,\N
5307,814,874,12,1:32.898,1:32.327,\N
5308,30,874,13,1:33.349,1:32.469,\N
5309,813,874,14,1:32.834,1:32.512,\N
5310,3,874,15,1:33.015,1:32.625,\N
5311,817,874,16,1:33.059,1:32.954,\N
5312,818,874,17,1:33.370,1:33.368,\N
5313,811,874,18,1:33.405,\N,\N
5314,5,874,19,1:34.657,\N,\N
5315,10,874,20,1:35.213,\N,\N
5316,37,874,21,1:35.385,\N,\N
5317,819,874,22,1:35.429,\N,\N
5318,808,874,23,1:35.432,\N,\N
5319,39,874,24,1:36.734,\N,\N
5320,17,875,1,1:38.397,1:38.220,1:37.242
5321,20,875,2,1:38.208,1:37.767,1:37.316
5322,1,875,3,1:39.180,1:38.000,1:37.469
5323,4,875,4,1:39.144,1:37.987,1:37.534
5324,8,875,5,1:38.887,1:38.227,1:37.625
5325,13,875,6,1:38.937,1:38.253,1:37.884
5326,154,875,7,1:38.863,1:38.275,1:37.934
5327,807,875,8,1:38.981,1:38.428,1:38.266
5328,3,875,9,1:38.999,1:38.417,1:38.361
5329,30,875,10,1:38.808,1:38.436,1:38.513
5330,18,875,11,1:38.615,1:38.441,\N
5331,815,875,12,1:38.630,1:38.460,\N
5332,155,875,13,1:38.719,1:38.594,\N
5333,814,875,14,1:38.942,1:38.643,\N
5334,813,875,15,1:39.024,1:38.725,\N
5335,817,875,16,1:38.784,1:39.084,\N
5336,818,875,17,1:38.744,1:39.340,\N
5337,811,875,18,1:39.443,\N,\N
5338,808,875,19,1:40.207,\N,\N
5339,5,875,20,1:40.333,\N,\N
5340,819,875,21,1:41.317,\N,\N
5341,10,875,22,1:41.371,\N,\N
5342,37,875,23,1:42.881,\N,\N
5343,20,876,1,1:26.387,1:25.435,1:25.283
5344,17,876,2,1:26.744,1:25.610,1:25.327
5345,1,876,3,1:26.516,1:25.816,1:25.544
5346,18,876,4,1:26.564,1:25.467,1:25.659
5347,4,876,5,1:26.829,1:25.834,1:25.773
5348,13,876,6,1:26.939,1:26.111,1:25.857
5349,8,876,7,1:26.740,1:26.101,1:26.236
5350,815,876,8,1:27.179,1:26.076,1:26.360
5351,813,876,9,1:26.048,1:25.983,1:26.713
5352,3,876,10,1:26.458,1:25.976,\N
5353,154,876,11,1:26.897,1:26.136,\N
5354,807,876,12,1:27.185,1:26.241,\N
5355,811,876,13,1:26.851,1:26.331,\N
5356,30,876,14,1:27.482,1:26.574,\N
5357,817,876,15,1:27.006,1:26.777,\N
5358,814,876,16,1:27.462,1:26.989,\N
5359,155,876,17,1:27.517,1:27.219,\N
5360,818,876,18,1:27.525,\N,\N
5361,808,876,19,1:28.756,\N,\N
5362,5,876,20,1:29.500,\N,\N
5363,10,876,21,1:29.613,\N,\N
5364,37,876,22,1:30.592,\N,\N
5365,39,876,23,1:30.593,\N,\N
5366,819,876,24,1:30.662,\N,\N
5367,1,877,1,1:41.497,1:40.901,1:40.630
5368,17,877,2,1:41.933,1:41.277,1:40.978
5369,20,877,3,1:42.160,1:41.511,1:41.073
5370,813,877,4,1:41.981,1:41.907,1:41.226
5371,8,877,5,1:42.222,1:41.532,1:41.260
5372,18,877,6,1:42.342,1:41.873,1:41.290
5373,4,877,7,1:41.939,1:41.514,1:41.582
5374,3,877,8,1:41.926,1:41.698,1:41.603
5375,13,877,9,1:41.974,1:41.846,1:41.723
5376,154,877,10,1:42.046,1:41.620,1:41.778
5377,807,877,11,1:42.579,1:42.019,\N
5378,815,877,12,1:42.624,1:42.084,\N
5379,814,877,13,1:42.572,1:42.218,\N
5380,30,877,14,1:42.735,1:42.289,\N
5381,811,877,15,1:43.298,1:42.330,\N
5382,155,877,16,1:43.582,1:42.606,\N
5383,817,877,17,1:43.280,1:42.765,\N
5384,818,877,18,1:44.058,\N,\N
5385,5,877,19,1:44.956,\N,\N
5386,819,877,20,1:45.089,\N,\N
5387,808,877,21,1:45.151,\N,\N
5388,10,877,22,1:45.426,\N,\N
5389,37,877,23,1:45.766,\N,\N
5390,39,877,24,1:46.382,\N,\N
5391,20,878,1,1:36.558,1:35.796,1:35.657
5392,1,878,2,1:37.058,1:36.795,1:35.766
5393,17,878,3,1:37.215,1:36.298,1:36.174
5394,154,878,4,1:37.486,1:36.906,1:36.587
5395,8,878,5,1:38.051,1:37.404,1:36.708
5396,30,878,6,1:37.927,1:37.102,1:36.794
5397,13,878,7,1:37.667,1:36.549,1:36.937
5398,807,878,8,1:37.756,1:37.066,1:37.141
5399,4,878,9,1:37.968,1:37.123,1:37.300
5400,813,878,10,1:37.537,1:37.011,1:37.842
5401,811,878,11,1:37.520,1:37.604,\N
5402,18,878,12,1:37.565,1:37.616,\N
5403,814,878,13,1:38.104,1:37.665,\N
5404,818,878,14,1:38.434,1:37.879,\N
5405,815,878,15,1:38.500,1:38.206,\N
5406,155,878,16,1:38.418,1:38.437,\N
5407,3,878,17,1:38.862,1:38.501,\N
5408,817,878,18,1:39.114,\N,\N
5409,10,878,19,1:40.056,\N,\N
5410,819,878,20,1:40.664,\N,\N
5411,808,878,21,1:40.809,\N,\N
5412,5,878,22,1:41.166,\N,\N
5413,37,878,23,1:42.011,\N,\N
5414,39,878,24,1:42.740,\N,\N
5415,1,879,1,1:15.075,1:13.398,1:12.458
5416,18,879,2,1:15.456,1:13.515,1:12.513
5417,17,879,3,1:16.180,1:13.667,1:12.581
5418,20,879,4,1:15.644,1:13.209,1:12.760
5419,13,879,5,1:16.263,1:14.048,1:12.987
5420,813,879,6,1:16.266,1:13.698,1:13.174
5421,807,879,7,1:15.536,1:13.704,1:13.206
5422,4,879,8,1:16.097,1:13.856,1:13.253
5423,8,879,9,1:16.432,1:13.698,1:13.298
5424,3,879,10,1:15.929,1:13.848,1:13.489
5425,814,879,11,1:15.901,1:14.121,\N
5426,811,879,12,1:15.333,1:14.219,\N
5427,815,879,13,1:15.974,1:14.234,\N
5428,30,879,14,1:16.005,1:14.334,\N
5429,155,879,15,1:16.400,1:14.380,\N
5430,817,879,16,1:16.744,1:14.574,\N
5431,818,879,17,1:16.722,1:14.619,\N
5432,154,879,18,1:16.967,\N,\N
5433,808,879,19,1:17.073,\N,\N
5434,5,879,20,1:17.086,\N,\N
5435,10,879,21,1:17.508,\N,\N
5436,819,879,22,1:18.104,\N,\N
5437,39,879,23,1:19.576,\N,\N
5438,37,879,24,1:19.699,\N,\N
5439,20,880,1,1:44.657,1:36.745,1:27.407
5440,17,880,2,1:44.472,1:36.524,1:27.827
5441,1,880,3,1:45.456,1:36.625,1:28.087
5442,13,880,4,1:44.635,1:36.666,1:28.490
5443,4,880,5,1:43.850,1:36.691,1:28.493
5444,3,880,6,1:43.380,1:36.194,1:28.523
5445,8,880,7,1:45.545,1:37.517,1:28.738
5446,154,880,8,1:44.284,1:37.641,1:29.013
5447,814,880,9,1:45.601,1:36.901,1:29.305
5448,18,880,10,1:44.688,1:36.644,1:30.357
5449,807,880,11,1:45.930,1:38.067,\N
5450,16,880,12,1:47.330,1:38.134,\N
5451,818,880,13,1:44.871,1:38.778,\N
5452,817,880,14,1:46.450,1:39.042,\N
5453,815,880,15,1:44.400,1:39.900,\N
5454,822,880,16,1:47.328,1:40.290,\N
5455,813,880,17,1:47.614,\N,\N
5456,821,880,18,1:47.776,\N,\N
5457,824,880,19,1:48.147,\N,\N
5458,820,880,20,1:48.909,\N,\N
5459,823,880,21,1:49.519,\N,\N
5460,819,880,22,1:50.626,\N,\N
5461,20,881,1,1:37.899,1:37.245,1:49.674
5462,13,881,2,1:37.712,1:36.874,1:50.587
5463,4,881,3,1:37.314,1:36.877,1:50.727
5464,1,881,4,1:37.513,1:36.517,1:51.699
5465,17,881,5,1:37.619,1:36.449,1:52.244
5466,3,881,6,1:37.239,1:36.190,1:52.519
5467,8,881,7,1:36.959,1:36.640,1:52.970
5468,18,881,8,1:37.487,1:37.117,1:53.175
5469,16,881,9,1:36.809,1:36.834,1:53.439
5470,815,881,10,1:37.702,1:37.342,1:54.136
5471,154,881,11,1:37.363,1:37.636,\N
5472,807,881,12,1:37.931,1:38.125,\N
5473,817,881,13,1:37.722,1:38.822,\N
5474,821,881,14,1:37.707,1:39.221,\N
5475,814,881,15,1:37.493,1:44.509,\N
5476,813,881,16,1:37.867,\N,\N
5477,818,881,17,1:38.157,\N,\N
5478,822,881,18,1:38.207,\N,\N
5479,824,881,19,1:38.434,\N,\N
5480,819,881,20,1:39.314,\N,\N
5481,820,881,21,1:39.672,\N,\N
5482,823,881,22,1:39.932,\N,\N
5483,1,882,1,1:35.793,1:35.078,1:34.484
5484,8,882,2,1:37.046,1:35.659,1:34.761
5485,4,882,3,1:36.253,1:35.148,1:34.788
5486,3,882,4,1:35.959,1:35.537,1:34.861
5487,13,882,5,1:35.972,1:35.403,1:34.933
5488,154,882,6,1:36.929,1:36.065,1:35.364
5489,817,882,7,1:36.993,1:36.258,1:35.998
5490,18,882,8,1:36.667,1:35.784,2:05.673
5491,20,882,9,1:36.537,1:35.343,\N
5492,807,882,10,1:36.985,1:36.261,\N
5493,814,882,11,1:37.478,1:36.287,\N
5494,815,882,12,1:36.952,1:36.314,\N
5495,16,882,13,1:37.349,1:36.405,\N
5496,17,882,14,1:36.148,1:36.679,\N
5497,813,882,15,1:37.281,1:37.139,\N
5498,818,882,16,1:37.508,1:37.199,\N
5499,822,882,17,1:37.769,\N,\N
5500,821,882,18,1:37.990,\N,\N
5501,824,882,19,1:38.780,\N,\N
5502,820,882,20,1:39.537,\N,\N
5503,819,882,21,1:39.614,\N,\N
5504,823,882,22,1:39.660,\N,\N
5505,3,883,1,1:33.364,1:32.867,1:32.330
5506,20,883,2,1:33.327,1:32.746,1:32.584
5507,4,883,3,1:32.878,1:33.316,1:32.667
5508,1,883,4,1:33.498,1:33.346,1:32.762
5509,17,883,5,1:33.966,1:33.098,1:33.078
5510,13,883,6,1:33.780,1:33.358,1:33.207
5511,814,883,7,1:33.762,1:33.335,1:33.235
5512,16,883,8,1:34.048,1:33.378,1:33.246
5513,8,883,9,1:33.827,1:33.146,1:33.327
5514,18,883,10,1:34.071,1:33.702,\N
5515,154,883,11,1:33.498,1:33.762,\N
5516,815,883,12,1:34.310,1:33.914,\N
5517,817,883,13,1:34.120,1:33.974,\N
5518,807,883,14,1:34.409,1:33.976,\N
5519,822,883,15,1:34.425,1:34.105,\N
5520,818,883,16,1:34.314,1:34.284,\N
5521,813,883,17,1:34.425,\N,\N
5522,821,883,18,1:34.730,\N,\N
5523,819,883,19,1:35.283,\N,\N
5524,824,883,20,1:36.178,\N,\N
5525,823,883,21,1:36.304,\N,\N
5526,820,883,22,1:36.476,\N,\N
5527,3,884,1,1:21.913,1:21.776,1:20.718
5528,1,884,2,1:21.728,1:21.001,1:20.972
5529,20,884,3,1:22.158,1:21.602,1:21.054
5530,8,884,4,1:22.210,1:21.676,1:21.177
5531,4,884,5,1:22.264,1:21.646,1:21.218
5532,13,884,6,1:22.492,1:21.978,1:21.219
5533,154,884,7,1:22.613,1:21.998,1:21.308
5534,17,884,8,1:22.342,1:21.718,1:21.570
5535,815,884,9,1:23.116,1:21.790,1:22.069
5536,814,884,10,1:22.663,1:22.019,1:22.233
5537,817,884,11,1:22.905,1:22.127,\N
5538,818,884,12,1:22.775,1:22.166,\N
5539,16,884,13,1:22.952,1:22.346,\N
5540,18,884,14,1:23.166,1:22.355,\N
5541,807,884,15,1:23.058,1:22.389,\N
5542,821,884,16,1:23.218,1:22.793,\N
5543,822,884,17,1:23.260,\N,\N
5544,813,884,18,1:23.318,\N,\N
5545,823,884,19,1:24.661,\N,\N
5546,824,884,20,1:24.713,\N,\N
5547,820,884,21,1:24.996,\N,\N
5548,819,884,22,1:25.070,\N,\N
5549,3,885,1,1:24.620,1:16.135,1:13.876
5550,1,885,2,1:23.779,1:16.265,1:13.967
5551,20,885,3,1:24.243,1:15.988,1:13.980
5552,17,885,4,1:25.352,1:17.322,1:14.181
5553,8,885,5,1:25.835,1:16.040,1:14.822
5554,4,885,6,1:23.712,1:16.510,1:14.824
5555,815,885,7,1:24.682,1:17.748,1:15.138
5556,16,885,8,1:25.108,1:17.261,1:15.383
5557,18,885,9,1:23.744,1:17.420,1:15.647
5558,818,885,10,1:23.699,1:17.623,1:15.703
5559,807,885,11,1:25.547,1:18.331,\N
5560,817,885,12,1:24.852,1:18.344,\N
5561,154,885,13,1:23.738,1:18.603,\N
5562,822,885,14,1:24.681,1:19.077,\N
5563,823,885,15,1:26.095,1:19.408,\N
5564,813,885,16,1:23.452,1:21.688,\N
5565,814,885,17,1:26.322,\N,\N
5566,819,885,18,1:26.633,\N,\N
5567,821,885,19,1:26.917,\N,\N
5568,820,885,20,1:27.303,\N,\N
5569,824,885,21,\N,\N,\N
5570,13,885,22,\N,\N,\N
5571,20,886,1,1:22.318,1:28.166,1:25.425
5572,1,886,2,1:23.801,1:27.649,1:25.512
5573,822,886,3,1:23.446,1:28.419,1:25.897
5574,3,886,4,1:23.840,1:28.420,1:26.008
5575,17,886,5,1:23.247,1:28.145,1:26.208
5576,4,886,6,1:23.224,1:28.788,1:26.504
5577,818,886,7,1:24.159,1:28.527,1:26.543
5578,16,886,8,1:24.551,1:28.799,1:27.348
5579,8,886,9,1:24.451,1:28.667,1:27.432
5580,817,886,10,1:24.770,1:29.359,1:27.946
5581,807,886,11,1:23.899,1:29.435,\N
5582,815,886,12,1:24.176,1:29.761,\N
5583,813,886,13,1:24.776,1:29.917,\N
5584,18,886,14,1:24.021,1:30.068,\N
5585,821,886,15,1:24.408,1:30.315,\N
5586,13,886,16,1:23.735,1:30.354,\N
5587,814,886,17,1:24.908,\N,\N
5588,819,886,18,1:25.626,\N,\N
5589,154,886,19,1:25.716,\N,\N
5590,824,886,20,1:26.508,\N,\N
5591,820,886,21,1:27.062,\N,\N
5592,823,886,22,1:27.110,\N,\N
5593,1,887,1,1:30.995,1:31.224,1:29.607
5594,3,887,2,1:31.355,1:31.028,1:30.059
5595,20,887,3,1:31.559,1:30.990,1:30.211
5596,17,887,4,1:31.605,1:31.002,1:30.220
5597,814,887,5,1:32.062,1:31.291,1:30.736
5598,817,887,6,1:32.097,1:31.182,1:30.757
5599,16,887,7,1:32.002,1:31.097,1:30.908
5600,154,887,8,1:31.466,1:31.530,1:30.955
5601,8,887,9,1:31.400,1:31.592,1:30.962
5602,4,887,10,1:32.266,1:31.387,1:30.979
5603,18,887,11,1:31.979,1:31.649,\N
5604,13,887,12,1:32.241,1:31.779,\N
5605,818,887,13,1:32.105,1:31.785,\N
5606,815,887,14,1:31.953,1:32.082,\N
5607,807,887,15,1:32.168,1:32.211,\N
5608,813,887,16,1:32.512,1:32.359,\N
5609,822,887,17,1:32.664,\N,\N
5610,821,887,18,1:32.666,\N,\N
5611,819,887,19,1:33.866,\N,\N
5612,824,887,20,1:34.108,\N,\N
5613,823,887,21,1:35.481,\N,\N
5614,820,887,22,1:35.858,\N,\N
5615,1,888,1,1:31.131,1:30.152,1:29.398
5616,20,888,2,1:31.269,1:29.992,1:29.501
5617,17,888,3,1:31.428,1:30.217,1:29.608
5618,8,888,4,1:30.676,1:29.852,1:29.892
5619,154,888,5,1:31.242,1:30.005,1:29.959
5620,817,888,6,1:31.081,1:30.223,1:30.528
5621,13,888,7,1:30.547,1:29.825,1:31.126
5622,4,888,8,1:30.709,1:29.962,1:31.209
5623,18,888,9,1:31.181,1:30.269,\N
5624,807,888,10,1:31.132,1:30.231,\N
5625,3,888,11,1:31.322,1:30.326,\N
5626,814,888,12,1:31.322,1:30.697,\N
5627,815,888,13,1:31.498,1:30.933,\N
5628,821,888,14,1:31.681,1:31.010,\N
5629,16,888,15,1:31.320,1:31.010,\N
5630,818,888,16,1:31.629,1:31.104,\N
5631,822,888,17,1:31.693,\N,\N
5632,813,888,18,1:31.707,\N,\N
5633,819,888,19,1:32.937,\N,\N
5634,824,888,20,1:33.063,\N,\N
5635,823,888,21,1:33.734,\N,\N
5636,820,888,22,1:34.098,\N,\N
5637,1,890,1,1:20.363,1:19.862,1:19.388
5638,20,890,2,1:20.646,1:19.992,1:19.426
5639,154,890,3,1:20.447,1:20.101,1:19.595
5640,3,890,4,1:20.350,1:19.778,1:19.720
5641,4,890,5,1:20.652,1:20.183,1:19.791
5642,8,890,6,1:20.867,1:20.243,1:19.851
5643,13,890,7,1:21.004,1:20.460,1:19.929
5644,817,890,8,1:21.181,1:20.527,1:20.641
5645,815,890,9,1:21.612,1:20.545,1:22.398
5646,17,890,10,1:21.264,1:20.503,\N
5647,16,890,11,1:21.471,1:20.569,\N
5648,807,890,12,1:21.028,1:20.580,\N
5649,18,890,13,1:21.131,1:20.777,\N
5650,818,890,14,1:21.345,1:21.029,\N
5651,813,890,15,1:20.816,1:21.133,\N
5652,822,890,16,1:21.135,1:21.219,\N
5653,821,890,17,1:21.724,\N,\N
5654,814,890,18,1:22.043,\N,\N
5655,819,890,19,1:23.007,\N,\N
5656,823,890,20,1:23.333,\N,\N
5657,824,890,21,1:23.787,\N,\N
5658,820,890,22,1:23.997,\N,\N
5659,1,891,1,2:00.368,1:49.067,2:01.012
5660,20,891,2,2:01.863,1:48.646,2:01.200
5661,17,891,3,2:01.597,1:48.641,2:01.325
5662,3,891,4,2:01.099,1:48.552,2:02.251
5663,814,891,5,2:02.338,1:48.925,2:02.332
5664,18,891,6,2:01.301,1:48.641,2:03.075
5665,154,891,7,2:02.476,1:48.649,2:03.081
5666,8,891,8,2:01.151,1:48.296,2:03.390
5667,4,891,9,2:00.190,1:48.309,2:03.482
5668,13,891,10,2:01.462,1:49.020,2:04.059
5669,807,891,11,2:01.712,1:49.088,\N
5670,16,891,12,2:02.749,1:49.103,\N
5671,815,891,13,2:02.425,1:49.304,\N
5672,823,891,14,2:00.564,1:52.036,\N
5673,824,891,15,2:02.110,1:52.563,\N
5674,820,891,16,2:02.948,1:52.762,\N
5675,813,891,17,2:03.072,\N,\N
5676,818,891,18,2:03.300,\N,\N
5677,817,891,19,2:03.317,\N,\N
5678,822,891,20,2:03.432,\N,\N
5679,821,891,21,2:04.324,\N,\N
5680,819,891,22,2:07.384,\N,\N
5681,20,892,1,1:24.319,1:23.977,1:23.755
5682,17,892,2,1:24.923,1:24.263,1:23.968
5683,807,892,3,1:24.776,1:24.305,1:24.065
5684,13,892,4,1:24.950,1:24.479,1:24.132
5685,4,892,5,1:24.661,1:24.227,1:24.142
5686,3,892,6,1:24.527,1:24.393,1:24.192
5687,817,892,7,1:24.655,1:24.290,1:24.209
5688,815,892,8,1:24.635,1:24.592,1:24.502
5689,18,892,9,1:24.739,1:24.563,1:24.515
5690,818,892,10,1:24.630,1:24.575,1:28.050
5691,8,892,11,1:24.819,1:24.610,\N
5692,1,892,12,1:24.589,1:24.803,\N
5693,154,892,13,1:24.737,1:24.848,\N
5694,16,892,14,1:25.030,1:24.932,\N
5695,813,892,15,1:24.905,1:25.011,\N
5696,814,892,16,1:25.009,1:25.077,\N
5697,821,892,17,1:25.226,\N,\N
5698,822,892,18,1:25.291,\N,\N
5699,823,892,19,1:26.406,\N,\N
5700,819,892,20,1:26.563,\N,\N
5701,824,892,21,1:27.085,\N,\N
5702,820,892,22,1:27.480,\N,\N
5703,20,893,1,1:45.376,1:42.905,1:42.841
5704,3,893,2,1:45.208,1:43.892,1:42.932
5705,154,893,3,1:45.851,1:43.957,1:43.058
5706,17,893,4,1:45.271,1:43.272,1:43.152
5707,1,893,5,1:44.196,1:43.920,1:43.254
5708,13,893,6,1:45.658,1:44.376,1:43.890
5709,4,893,7,1:45.115,1:44.153,1:43.938
5710,18,893,8,1:45.009,1:44.497,1:44.282
5711,817,893,9,1:45.379,1:44.407,1:44.439
5712,821,893,10,1:45.483,1:44.245,\N
5713,807,893,11,1:45.381,1:44.555,\N
5714,818,893,12,1:45.657,1:44.588,\N
5715,8,893,13,1:45.522,1:44.658,\N
5716,815,893,14,1:45.164,1:44.752,\N
5717,16,893,15,1:45.960,1:45.185,\N
5718,822,893,16,1:45.982,1:45.388,\N
5719,814,893,17,1:46.121,\N,\N
5720,813,893,18,1:46.619,\N,\N
5721,819,893,19,1:48.111,\N,\N
5722,823,893,20,1:48.320,\N,\N
5723,824,893,21,1:48.830,\N,\N
5724,820,893,22,1:48.930,\N,\N
5725,20,894,1,1:38.683,1:37.569,1:37.202
5726,1,894,2,1:38.574,1:37.824,1:37.420
5727,17,894,3,1:39.138,1:37.840,1:37.464
5728,154,894,4,1:39.065,1:38.076,1:37.531
5729,3,894,5,1:38.418,1:38.031,1:37.679
5730,4,894,6,1:38.520,1:37.978,1:38.038
5731,13,894,7,1:38.884,1:38.295,1:38.223
5732,807,894,8,1:38.427,1:37.913,1:38.237
5733,821,894,9,1:38.725,1:38.327,1:38.405
5734,8,894,10,1:38.341,1:38.181,1:38.822
5735,815,894,11,1:39.049,1:38.362,\N
5736,18,894,12,1:38.882,1:38.365,\N
5737,817,894,13,1:38.525,1:38.417,\N
5738,16,894,14,1:38.988,1:38.431,\N
5739,814,894,15,1:39.185,1:38.718,\N
5740,818,894,16,1:39.075,1:38.781,\N
5741,822,894,17,1:39.470,\N,\N
5742,813,894,18,1:39.987,\N,\N
5743,819,894,19,1:40.864,\N,\N
5744,823,894,20,1:40.871,\N,\N
5745,824,894,21,1:41.169,\N,\N
5746,820,894,22,1:41.322,\N,\N
5747,17,895,1,1:32.271,1:31.513,1:30.915
5748,20,895,2,1:32.397,1:31.290,1:31.089
5749,1,895,3,1:32.340,1:31.636,1:31.253
5750,154,895,4,1:31.824,1:31.565,1:31.365
5751,13,895,5,1:31.994,1:31.668,1:31.378
5752,3,895,6,1:32.244,1:31.764,1:31.397
5753,807,895,7,1:32.465,1:31.848,1:31.644
5754,4,895,8,1:32.371,1:31.828,1:31.665
5755,8,895,9,1:32.377,1:31.662,1:31.684
5756,18,895,10,1:32.606,1:31.838,1:31.827
5757,815,895,11,1:32.718,1:31.989,\N
5758,814,895,12,1:32.286,1:31.992,\N
5759,822,895,13,1:32.613,1:32.013,\N
5760,821,895,14,1:32.673,1:32.063,\N
5761,813,895,15,1:32.875,1:32.093,\N
5762,817,895,16,1:32.804,1:32.485,\N
5763,16,895,17,1:32.890,\N,\N
5764,818,895,18,1:33.357,\N,\N
5765,820,895,19,1:34.320,\N,\N
5766,819,895,20,1:34.556,\N,\N
5767,823,895,21,1:34.879,\N,\N
5768,824,895,22,1:34.958,\N,\N
5769,20,896,1,1:25.943,1:24.568,1:24.119
5770,3,896,2,1:25.833,1:25.304,1:24.871
5771,1,896,3,1:25.802,1:25.259,1:24.941
5772,17,896,4,1:25.665,1:25.097,1:25.047
5773,13,896,5,1:25.793,1:25.389,1:25.201
5774,8,896,6,1:25.819,1:25.191,1:25.248
5775,807,896,7,1:25.883,1:25.339,1:25.334
5776,4,896,8,1:25.934,1:24.885,1:25.826
5777,815,896,9,1:26.107,1:25.365,1:26.153
5778,18,896,10,1:25.574,1:25.458,1:26.487
5779,817,896,11,1:25.673,1:25.519,\N
5780,814,896,12,1:25.908,1:25.711,\N
5781,16,896,13,1:26.164,1:25.740,\N
5782,818,896,14,1:26.155,1:25.798,\N
5783,822,896,15,1:26.178,1:26.134,\N
5784,821,896,16,1:26.057,1:26.366,\N
5785,154,896,17,1:26.577,\N,\N
5786,813,896,18,1:26.842,\N,\N
5787,824,896,19,1:26.970,\N,\N
