"driverId","raceId","grid","results_position","positionText","positionOrder","results_points","results_laps","fastestLap","rank","race_ms","results_fastestlaptime","fastestLapSpeed","statusId","status"
483,746,18,NULL,"R",22,"0",11,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
364,747,14,NULL,"R",10,"0",44,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
356,747,2,NULL,"D",11,"0",40,NULL,NULL,NULL,NULL,NULL,2,"Regulations"
456,747,12,NULL,"R",12,"0",29,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
502,747,13,NULL,"R",13,"0",23,NULL,NULL,NULL,NULL,NULL,83,"Mechanical"
505,747,4,NULL,"R",14,"0",17,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
341,747,15,NULL,"R",15,"0",17,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
427,747,16,NULL,"R",16,"0",4,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
506,747,0,NULL,"F",17,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
477,747,0,NULL,"F",18,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
484,747,0,NULL,"F",19,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
418,747,0,NULL,"F",20,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
507,747,0,NULL,"F",21,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
483,747,0,NULL,"F",22,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
508,747,0,NULL,"F",23,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
437,747,0,NULL,"F",24,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
502,749,8,NULL,"R",9,"0",57,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
347,749,4,NULL,"R",10,"0",54,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
403,749,13,NULL,"R",11,"0",54,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
373,749,11,NULL,"R",12,"0",42,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
427,749,17,NULL,"R",13,"0",39,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
364,749,6,NULL,"R",14,"0",11,NULL,NULL,NULL,NULL,NULL,3,"Accident"
505,749,7,NULL,"R",15,"0",9,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
360,749,9,NULL,"R",16,"0",8,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
479,749,10,NULL,"R",17,"0",4,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
456,749,0,NULL,"W",18,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
418,749,0,NULL,"W",19,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
508,749,0,NULL,"W",20,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
507,749,0,NULL,"W",21,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
289,750,6,NULL,"R",7,"0",35,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
502,750,17,NULL,"R",8,"0",24,NULL,NULL,NULL,NULL,NULL,3,"Accident"
435,750,13,NULL,"R",9,"0",23,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
476,750,11,NULL,"R",10,"0",22,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
505,750,9,NULL,"R",11,"0",19,NULL,NULL,NULL,NULL,NULL,3,"Accident"
507,750,18,NULL,"R",12,"0",16,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
347,750,7,NULL,"R",13,"0",14,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
404,750,8,NULL,"R",14,"0",13,NULL,NULL,NULL,NULL,NULL,3,"Accident"
364,750,12,NULL,"R",15,"0",4,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
479,750,2,NULL,"R",16,"0",2,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
508,750,16,NULL,"R",17,"0",1,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
475,750,3,NULL,"W",18,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
540,750,19,NULL,"W",19,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
347,751,8,NULL,"R",13,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
376,751,15,NULL,"R",14,"0",18,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
364,751,6,NULL,"R",15,"0",17,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
500,751,19,NULL,"R",16,"0",16,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
435,751,11,NULL,"R",17,"0",14,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
479,751,13,NULL,"R",18,"0",7,NULL,NULL,NULL,NULL,NULL,76,"Mechanical"
289,751,3,NULL,"R",19,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
427,751,18,NULL,"R",20,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
386,751,20,NULL,"W",21,"0",0,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
542,751,21,NULL,"W",22,"0",0,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
507,751,23,NULL,"W",23,"0",0,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
289,752,2,NULL,"R",17,"0",71,NULL,NULL,NULL,NULL,NULL,20,"Accident"
376,752,17,NULL,"R",18,"0",62,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
347,752,4,NULL,"R",19,"0",59,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
507,752,19,NULL,"R",20,"0",58,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
437,752,20,NULL,"R",21,"0",58,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
456,752,13,NULL,"R",22,"0",46,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
486,752,15,NULL,"R",23,"0",46,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
465,752,22,NULL,"R",24,"0",12,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
508,752,0,NULL,"W",25,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
475,753,4,NULL,"D",8,"0",51,NULL,NULL,NULL,NULL,NULL,2,"Regulations"
432,753,15,NULL,"R",9,"0",38,NULL,NULL,NULL,NULL,NULL,3,"Accident"
341,753,1,NULL,"R",10,"0",37,NULL,NULL,NULL,NULL,NULL,21,"Mechanical"
403,753,10,NULL,"R",11,"0",30,NULL,NULL,NULL,NULL,NULL,3,"Accident"
364,753,2,NULL,"R",12,"0",25,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
418,753,11,NULL,"R",13,"0",21,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
289,753,5,NULL,"R",14,"0",9,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
347,753,13,NULL,"R",15,"0",6,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
484,754,7,NULL,"R",11,"0",41,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
491,754,9,NULL,"R",12,"0",32,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
500,754,8,NULL,"R",13,"0",27,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
483,754,5,NULL,"R",14,"0",26,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
398,754,16,NULL,"R",15,"0",23,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
546,754,11,NULL,"R",16,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
547,754,0,NULL,"W",17,"0",0,NULL,NULL,NULL,NULL,NULL,69,"Mechanical"
289,755,11,NULL,"R",17,"0",34,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
437,755,23,NULL,"R",18,"0",29,NULL,NULL,NULL,NULL,NULL,80,"Mechanical"
484,755,17,NULL,"R",19,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
364,755,3,NULL,"R",20,"0",18,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
541,755,21,NULL,"R",21,"0",11,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
479,755,9,NULL,"R",22,"0",6,NULL,NULL,NULL,NULL,NULL,20,"Accident"
341,755,6,NULL,"R",23,"0",3,NULL,NULL,NULL,NULL,NULL,3,"Accident"
475,756,1,NULL,"R",7,"0",81,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
541,756,10,NULL,"R",8,"0",64,NULL,NULL,NULL,NULL,NULL,20,"Accident"
501,756,9,NULL,"R",9,"0",48,NULL,NULL,NULL,NULL,NULL,3,"Accident"
347,756,7,NULL,"R",10,"0",44,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
554,756,2,NULL,"R",11,"0",24,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
289,756,14,NULL,"R",12,"0",21,NULL,NULL,NULL,NULL,NULL,42,"Mechanical"
418,756,11,NULL,"R",13,"0",6,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
476,756,12,NULL,"R",14,"0",1,NULL,NULL,NULL,NULL,NULL,4,"Accident"
477,756,15,NULL,"R",15,"0",1,NULL,NULL,NULL,NULL,NULL,4,"Accident"
506,756,16,NULL,"R",16,"0",1,NULL,NULL,NULL,NULL,NULL,4,"Accident"
549,756,0,NULL,"F",17,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
483,756,0,NULL,"F",18,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
550,756,0,NULL,"F",19,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
376,756,0,NULL,"F",20,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
551,756,0,NULL,"F",21,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
353,756,0,NULL,"F",22,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
552,756,0,NULL,"F",23,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
553,756,0,NULL,"F",24,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
527,757,2,NULL,"R",17,"0",182,NULL,NULL,NULL,NULL,NULL,20,"Accident"
558,757,28,NULL,"R",18,"0",163,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
559,757,18,NULL,"R",19,"0",162,NULL,NULL,NULL,NULL,NULL,3,"Accident"
537,757,4,NULL,"R",20,"0",150,NULL,NULL,NULL,NULL,NULL,42,"Mechanical"
560,757,30,NULL,"R",21,"0",147,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
528,757,25,NULL,"R",22,"0",136,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
561,757,32,NULL,"R",23,"0",115,NULL,NULL,NULL,NULL,NULL,3,"Accident"
511,757,10,NULL,"R",24,"0",112,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
516,757,24,NULL,"R",25,"0",109,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
522,757,5,NULL,"R",26,"0",85,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
562,757,14,NULL,"R",27,"0",47,NULL,NULL,NULL,NULL,NULL,95,"Mechanical"
563,757,29,NULL,"R",28,"0",45,NULL,NULL,NULL,NULL,NULL,3,"Accident"
564,757,19,NULL,"R",29,"0",45,NULL,NULL,NULL,NULL,NULL,3,"Accident"
565,757,31,NULL,"R",30,"0",45,NULL,NULL,NULL,NULL,NULL,3,"Accident"
517,757,26,NULL,"R",31,"0",45,NULL,NULL,NULL,NULL,NULL,3,"Accident"
536,757,22,NULL,"R",32,"0",34,NULL,NULL,NULL,NULL,NULL,3,"Accident"
525,757,20,NULL,"R",33,"0",1,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
475,758,3,NULL,"R",11,"1",62,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
501,758,6,NULL,"R",12,"0",46,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
479,758,8,NULL,"R",13,"0",42,NULL,NULL,NULL,NULL,NULL,44,"Mechanical"
566,758,10,NULL,"R",14,"0",25,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
456,758,13,NULL,"R",15,"0",3,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
475,759,4,NULL,"D",12,"1",42,NULL,NULL,NULL,NULL,NULL,2,"Regulations"
554,759,5,NULL,"R",13,"0",31,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
456,759,16,NULL,"R",14,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
364,759,12,NULL,"R",15,"0",19,NULL,NULL,NULL,NULL,NULL,21,"Mechanical"
404,759,15,NULL,"R",16,"0",14,NULL,NULL,NULL,NULL,NULL,36,"Mechanical"
437,759,19,NULL,"R",17,"0",13,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
418,759,7,NULL,"R",18,"0",8,NULL,NULL,NULL,NULL,NULL,68,"Mechanical"
289,759,14,NULL,"R",19,"0",7,NULL,NULL,NULL,NULL,NULL,21,"Mechanical"
462,759,17,NULL,"R",20,"0",7,NULL,NULL,NULL,NULL,NULL,44,"Mechanical"
347,759,6,NULL,"R",21,"0",6,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
568,759,0,NULL,"W",22,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
566,760,6,NULL,"R",14,"0",69,NULL,NULL,NULL,NULL,NULL,80,"Mechanical"
567,760,20,NULL,"R",15,"0",57,NULL,NULL,NULL,NULL,NULL,3,"Accident"
541,760,11,NULL,"R",16,"0",53,NULL,NULL,NULL,NULL,NULL,20,"Accident"
486,760,15,NULL,"R",17,"0",39,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
347,760,10,NULL,"R",18,"0",37,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
437,760,13,NULL,"R",19,"0",31,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
478,760,19,NULL,"R",20,"0",21,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
542,760,22,NULL,"R",21,"0",19,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
484,760,14,NULL,"R",22,"0",18,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
540,760,24,NULL,"R",23,"0",17,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
479,760,17,NULL,"R",24,"0",13,NULL,NULL,NULL,NULL,NULL,80,"Mechanical"
465,760,0,NULL,"F",25,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
570,760,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
387,760,0,NULL,"F",27,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
571,760,0,NULL,"F",28,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
401,760,0,NULL,"F",29,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
441,760,0,NULL,"F",30,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
360,761,9,NULL,"R",8,"0",36,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
478,761,11,NULL,"R",9,"0",36,NULL,NULL,NULL,NULL,NULL,3,"Accident"
418,761,5,NULL,"R",10,"0",23,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
356,761,4,NULL,"R",11,"0",15,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
289,761,10,NULL,"R",12,"0",10,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
404,761,13,NULL,"R",13,"0",7,NULL,NULL,NULL,NULL,NULL,24,"Mechanical"
477,761,14,NULL,"R",14,"0",2,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
475,761,2,NULL,"R",15,"0",1,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
360,762,8,NULL,"R",11,"0",38,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
356,762,2,NULL,"R",12,"0",23,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
347,762,5,NULL,"R",13,"0",10,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
403,762,7,NULL,"R",14,"0",5,NULL,NULL,NULL,NULL,NULL,3,"Accident"
289,762,15,NULL,"R",15,"0",5,NULL,NULL,NULL,NULL,NULL,3,"Accident"
404,762,16,NULL,"R",16,"0",3,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
456,763,17,NULL,"R",16,"0",44,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
360,763,9,NULL,"R",17,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
486,763,12,NULL,"R",18,"0",18,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
404,763,14,NULL,"R",19,"0",14,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
289,763,10,NULL,"R",20,"0",1,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
479,763,2,NULL,"R",21,"0",0,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
477,764,11,NULL,"R",8,"0",23,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
456,764,11,NULL,"R",9,"0",23,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
449,764,19,NULL,"R",10,"0",20,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
573,764,14,NULL,"R",11,"0",13,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
403,764,8,NULL,"R",12,"0",8,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
567,764,17,NULL,"R",13,"0",6,NULL,NULL,NULL,NULL,NULL,44,"Mechanical"
475,764,1,NULL,"R",14,"0",5,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
501,764,3,NULL,"R",15,"0",5,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
574,764,15,NULL,"R",16,"0",5,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
502,764,12,NULL,"R",17,"0",2,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
575,764,13,NULL,"R",18,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
576,764,0,NULL,"W",19,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
581,765,3,NULL,"R",10,"0",0,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
476,766,11,NULL,"R",7,"0",91,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
347,766,16,NULL,"R",8,"0",71,NULL,NULL,NULL,NULL,NULL,3,"Accident"
289,766,15,NULL,"R",9,"0",69,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
456,766,4,NULL,"R",10,"0",56,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
578,766,6,NULL,"R",11,"1",47,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
475,766,8,NULL,"R",12,"0",38,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
554,766,2,NULL,"R",13,"0",29,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
483,766,14,NULL,"R",14,"0",28,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
479,766,1,NULL,"R",15,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
590,766,7,NULL,"R",16,"0",11,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
541,766,0,NULL,"F",17,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
582,766,0,NULL,"F",18,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
583,766,0,NULL,"F",19,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
584,766,0,NULL,"F",20,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
585,766,0,NULL,"F",21,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
551,766,0,NULL,"F",22,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
553,766,0,NULL,"F",23,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
543,766,0,NULL,"F",24,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
586,766,0,NULL,"F",25,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
547,766,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
541,766,0,NULL,"F",27,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
587,766,0,NULL,"F",28,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
588,766,0,NULL,"F",29,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
589,766,0,NULL,"F",30,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
580,766,0,NULL,"F",31,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
483,767,16,NULL,"R",12,"0",52,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
590,767,1,NULL,"R",13,"0",46,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
289,767,13,NULL,"R",14,"0",40,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
581,767,10,NULL,"R",15,"0",32,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
418,767,14,NULL,"R",16,"0",16,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
479,767,3,NULL,"R",17,"0",13,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
547,767,0,NULL,"W",18,"0",0,NULL,NULL,NULL,NULL,NULL,54,"Regulations"
516,768,17,NULL,"R",14,"0",189,NULL,NULL,NULL,NULL,NULL,20,"Accident"
539,768,32,NULL,"R",15,"0",151,NULL,NULL,NULL,NULL,NULL,42,"Mechanical"
531,768,12,NULL,"R",16,"0",148,NULL,NULL,NULL,NULL,NULL,20,"Accident"
565,768,31,NULL,"D",17,"0",136,NULL,NULL,NULL,NULL,NULL,2,"Regulations"
555,768,14,NULL,"R",18,"0",122,NULL,NULL,NULL,NULL,NULL,37,"Mechanical"
523,768,23,NULL,"R",19,"0",116,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
449,768,11,NULL,"R",20,"0",93,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
595,768,15,NULL,"R",21,"0",80,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
527,768,18,NULL,"R",22,"0",68,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
512,768,22,NULL,"R",23,"0",52,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
563,768,29,NULL,"R",24,"0",38,NULL,NULL,NULL,NULL,NULL,3,"Accident"
562,768,10,NULL,"R",25,"0",21,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
514,768,4,NULL,"R",26,"0",1,NULL,NULL,NULL,NULL,NULL,3,"Accident"
537,768,1,NULL,"R",27,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
596,768,2,NULL,"R",28,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
597,768,5,NULL,"R",29,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
510,768,16,NULL,"R",30,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
598,768,24,NULL,"R",31,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
536,768,27,NULL,"R",32,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
599,768,28,NULL,"R",33,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
580,769,18,NULL,"R",11,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
356,769,8,NULL,"R",12,"0",16,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
289,769,15,NULL,"R",13,"0",12,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
577,769,2,NULL,"R",14,"0",5,NULL,NULL,NULL,NULL,NULL,3,"Accident"
581,769,4,NULL,"R",15,"0",5,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
554,769,10,NULL,"R",16,"0",5,NULL,NULL,NULL,NULL,NULL,51,"Mechanical"
455,769,17,NULL,"R",17,"0",4,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
475,769,9,NULL,"R",18,"0",0,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
418,769,3,NULL,"R",19,"0",0,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
501,770,3,NULL,"R",12,"0",41,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
554,770,9,NULL,"R",13,"0",41,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
590,770,10,NULL,"R",14,"0",35,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
289,770,19,NULL,"R",15,"0",33,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
580,770,11,NULL,"R",16,"0",28,NULL,NULL,NULL,NULL,NULL,3,"Accident"
427,770,7,NULL,"R",17,"0",23,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
479,770,5,NULL,"R",18,"0",16,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
577,770,2,NULL,"R",19,"0",9,NULL,NULL,NULL,NULL,NULL,3,"Accident"
566,770,17,NULL,"R",20,"0",9,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
477,770,20,NULL,"R",21,"0",6,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
476,771,11,NULL,"R",10,"0",59,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
347,771,13,NULL,"R",11,"0",49,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
583,771,18,NULL,"R",12,"0",44,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
437,771,16,NULL,"R",13,"0",40,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
475,771,1,NULL,"R",14,"0",25,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
477,771,5,NULL,"R",15,"0",21,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
554,771,8,NULL,"R",16,"0",19,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
549,771,17,NULL,"R",17,"0",19,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
502,771,20,NULL,"R",18,"0",19,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
289,771,14,NULL,"R",19,"0",17,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
486,771,19,NULL,"R",20,"0",7,NULL,NULL,NULL,NULL,NULL,80,"Mechanical"
578,772,1,NULL,"R",12,"0",11,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
581,772,4,NULL,"R",13,"0",10,NULL,NULL,NULL,NULL,NULL,3,"Accident"
455,772,17,NULL,"R",14,"0",9,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
501,772,8,NULL,"R",15,"0",9,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
600,772,23,NULL,"R",16,"0",4,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
289,772,22,NULL,"R",17,"0",4,NULL,NULL,NULL,NULL,NULL,108,"Mechanical"
554,772,9,NULL,"R",18,"0",4,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
430,772,15,NULL,"R",19,"0",3,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
478,772,20,NULL,"R",20,"0",3,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
475,772,3,NULL,"R",21,"1",3,NULL,NULL,NULL,NULL,NULL,121,"Mechanical"
601,772,18,NULL,"R",22,"0",2,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
484,772,25,NULL,"R",23,"0",1,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
356,772,19,NULL,"R",24,"0",1,NULL,NULL,NULL,NULL,NULL,4,"Accident"
347,772,21,NULL,"R",25,"0",1,NULL,NULL,NULL,NULL,NULL,3,"Accident"
