driverId,raceId,constructorId,position
20,344,9,3
4,344,6,4
18,344,1,5
24,344,10,6
13,344,6,7
9,344,4,8
16,344,10,9
3,344,131,10
22,344,3,11
807,344,3,12
30,344,131,13
808,344,4,14
67,344,5,15
153,344,5,16
37,344,15,17
155,344,15,18
5,344,205,19
15,344,205,20
10,344,166,21
811,344,164,22
810,344,166,23
812,344,164,24
20,345,9,1
17,345,9,2
1,345,1,3
4,345,6,4
13,345,6,5
9,345,4,6
18,345,1,7
807,345,3,8
22,345,3,9
808,345,4,10
67,345,5,11
3,345,131,12
16,345,10,13
24,345,10,14
30,345,131,15
37,345,15,16
153,345,5,17
155,345,15,18
15,345,205,19
5,345,205,20
810,345,166,21
10,345,166,22
812,345,164,23
811,345,164,24
20,346,9,1
17,346,9,2
4,346,6,3
1,346,1,4
3,346,131,5
9,346,4,6
13,346,6,7
22,346,3,8
37,346,15,9
30,346,131,10
16,346,10,11
155,346,15,12
807,346,3,13
18,346,1,14
24,346,10,15
808,346,4,16
67,346,5,17
153,346,5,18
5,346,205,19
10,346,166,20
15,346,205,21
810,346,166,22
812,346,164,23
29,346,164,24
20,347,9,1
4,347,6,2
13,347,6,3
17,347,9,4
18,347,1,5
1,347,1,6
9,347,4,7
22,347,3,8
3,347,131,9
807,347,3,10
30,347,131,11
155,347,15,12
808,347,4,13
16,347,10,14
37,347,15,15
153,347,5,16
67,347,5,17
15,347,205,18
5,347,205,19
10,347,166,20
811,347,164,21
24,347,10,22
29,347,164,23
810,347,166,24
20,348,9,1
17,348,9,2
4,348,6,3
13,348,6,4
1,348,1,5
3,348,131,6
808,348,4,7
9,348,4,8
37,348,15,9
807,348,3,10
18,348,1,11
22,348,3,12
16,348,10,13
30,348,131,14
67,348,5,15
24,348,10,16
153,348,5,17
155,348,15,18
10,348,166,19
5,348,205,20
15,348,205,21
810,348,166,22
811,348,164,23
29,348,164,24
17,349,9,1
1,349,1,2
9,349,4,3
20,349,9,4
18,349,1,5
13,349,6,6
22,349,3,7
16,349,10,8
807,349,3,9
4,349,6,10
30,349,131,11
3,349,131,12
153,349,5,13
24,349,10,14
67,349,5,15
5,349,205,16
10,349,166,17
15,349,205,18
155,349,15,19
811,349,164,20
29,349,164,21
37,349,15,22
810,349,166,23
808,349,4,24
4,350,6,1
18,350,1,2
13,350,6,3
17,350,9,4
1,350,1,5
20,350,9,6
3,350,131,7
807,350,3,8
9,350,4,9
22,350,3,10
16,350,10,11
30,350,131,12
155,350,15,13
67,350,5,14
808,350,4,15
153,350,5,16
37,350,15,17
15,350,205,18
5,350,205,19
24,350,10,20
10,350,166,21
810,350,166,22
811,350,164,23
29,350,164,24
4,351,6,1
20,351,9,2
1,351,1,3
18,351,1,4
17,351,9,5
22,351,3,6
3,351,131,7
9,351,4,8
30,351,131,9
155,351,15,10
153,351,5,11
807,351,3,12
808,351,4,13
67,351,5,14
2,351,15,15
16,351,10,16
24,351,10,17
10,351,166,18
5,351,205,19
810,351,166,20
15,351,205,21
32,351,164,22
811,351,164,23
13,351,6,24
20,352,9,1
17,352,9,2
1,352,1,3
9,352,4,4
4,352,6,5
18,352,1,6
3,352,131,7
22,352,3,8
807,352,3,9
30,352,131,10
2,352,15,11
13,352,6,12
808,352,4,13
155,352,15,14
16,352,10,15
153,352,5,16
24,352,10,17
67,352,5,18
15,352,205,19
5,352,205,20
810,352,166,21
10,352,166,22
811,352,164,23
29,352,164,24
20,353,9,1
17,353,9,2
4,353,6,3
1,353,1,4
3,353,131,5
13,353,6,6
18,353,1,7
9,353,4,8
30,353,131,9
22,353,3,10
807,353,3,11
155,353,15,12
2,353,15,13
16,353,10,14
808,353,4,15
153,353,5,16
67,353,5,17
24,353,10,18
15,353,205,19
10,353,166,20
5,353,205,21
810,353,166,22
29,353,164,23
811,353,164,24
807,354,3,1
20,354,9,2
17,354,9,3
1,354,1,4
4,354,6,5
22,354,3,6
9,354,4,7
30,354,131,8
13,354,6,9
808,354,4,10
18,354,1,11
155,354,15,12
3,354,131,13
153,354,5,14
67,354,5,15
2,354,15,16
24,354,10,17
16,354,10,18
10,354,166,19
15,354,205,20
5,354,205,21
810,354,166,22
32,354,164,23
811,354,164,24
20,355,9,1
1,355,1,2
4,355,6,3
18,355,1,4
17,355,9,5
13,355,6,6
22,355,3,7
30,355,131,8
3,355,131,9
808,355,4,10
9,355,4,11
155,355,15,12
16,355,10,13
2,355,15,14
807,355,3,15
24,355,10,16
153,355,5,17
67,355,5,18
15,355,205,19
5,355,205,20
10,355,166,21
810,355,166,22
811,355,164,23
32,355,164,24
30,108,6,1
22,108,6,2
31,108,3,3
49,108,15,4
44,108,7,5
35,108,16,6
2,108,15,7
18,108,16,8
23,108,3,9
4,108,4,10
14,108,1,11
15,108,4,12
21,108,17,13
17,108,19,14
8,108,1,15
43,108,7,16
52,108,17,17
42,108,19,18
51,108,18,19
50,108,18,20
22,110,6,1
14,110,1,2
17,110,19,3
8,110,1,4
15,110,4,5
23,110,3,6
30,110,6,7
21,110,17,8
31,110,3,9
4,110,4,10
18,110,16,11
2,110,15,12
35,110,16,13
49,110,15,14
44,110,7,15
52,110,17,16
42,110,19,17
43,110,7,18
50,110,18,19
51,110,18,20
30,111,6,1
23,111,3,2
22,111,6,3
31,111,3,4
17,111,19,5
8,111,1,6
35,111,16,7
4,111,4,8
18,111,16,9
44,111,7,10
2,111,15,11
14,111,1,12
43,111,7,13
49,111,15,14
42,111,19,15
15,111,4,16
21,111,17,17
51,111,18,18
52,111,17,19
50,111,18,20
30,112,6,1
22,112,6,2
4,112,4,3
15,112,4,4
18,112,16,5
44,112,7,6
23,112,3,7
14,112,1,8
31,112,3,9
49,112,15,10
35,112,16,11
17,112,19,12
43,112,7,13
2,112,15,14
52,112,17,15
42,112,19,16
21,112,17,17
51,112,18,18
50,112,18,19
8,112,1,20
30,113,6,1
8,113,1,2
31,113,3,3
2,113,15,4
22,113,6,5
15,113,4,6
18,113,16,7
42,113,19,8
21,113,17,9
23,113,3,10
44,113,7,11
35,113,16,12
43,113,7,13
14,113,1,14
49,113,15,15
52,113,17,16
17,113,19,17
51,113,18,18
4,113,4,19
50,113,18,20
23,114,3,1
8,114,1,2
31,114,3,3
15,114,4,4
30,114,6,5
14,114,1,6
22,114,6,7
4,114,4,8
17,114,19,9
43,114,7,10
35,114,16,11
21,114,17,12
42,114,19,13
2,114,15,14
49,114,15,15
52,114,17,16
44,114,7,17
50,114,18,18
51,114,18,19
23,115,3,1
31,115,3,2
30,115,6,3
4,115,4,4
22,115,6,5
17,115,19,6
44,115,7,7
15,115,4,8
43,115,7,9
49,115,15,10
14,115,1,11
2,115,15,12
42,115,19,13
35,115,16,14
50,115,18,15
21,115,17,16
18,115,16,17
51,115,18,18
52,115,17,19
8,115,1,20
8,116,1,1
30,116,6,2
23,116,3,3
31,116,3,4
22,116,6,5
15,116,4,6
44,116,7,7
4,116,4,8
14,116,1,9
43,116,7,10
17,116,19,11
18,116,16,12
21,116,17,13
52,116,17,14
49,116,15,15
42,116,19,16
35,116,16,17
50,116,18,18
51,116,18,19
2,116,15,20
23,117,3,1
31,117,3,2
30,117,6,3
8,117,1,4
14,117,1,5
15,117,4,6
4,117,4,7
22,117,6,8
17,117,19,9
44,117,7,10
42,117,19,11
35,117,16,12
43,117,7,13
18,117,16,14
2,117,15,15
49,117,15,16
21,117,17,17
52,117,17,18
50,117,18,19
51,117,18,20
22,118,6,1
15,118,4,2
8,118,1,3
23,118,3,4
30,118,6,5
43,118,7,6
31,118,3,7
4,118,4,8
35,118,16,9
42,118,19,10
17,118,19,11
14,118,1,12
44,118,7,13
49,118,15,14
21,118,17,15
2,118,15,16
52,118,17,17
51,118,18,18
50,118,18,19
18,118,16,20
31,119,3,1
23,119,3,2
22,119,6,3
15,119,4,4
8,119,1,5
30,119,6,6
44,119,7,7
4,119,4,8
43,119,7,9
14,119,1,10
17,119,19,11
21,119,17,12
35,119,16,13
49,119,15,14
2,119,15,15
51,119,19,16
18,119,16,17
52,119,17,18
50,119,18,19
53,119,18,20
4,120,4,1
23,120,3,2
17,120,19,3
31,120,3,4
22,120,6,5
15,120,4,6
8,120,1,7
30,120,6,8
14,120,1,9
44,120,7,10
2,120,15,11
51,120,19,12
21,120,17,13
18,120,16,14
43,120,7,15
35,120,16,16
49,120,15,17
50,120,18,18
47,120,17,19
53,120,18,20
30,121,6,1
31,121,3,2
22,121,6,3
8,121,1,4
48,121,3,5
15,121,4,6
18,121,16,7
14,121,1,8
44,121,7,9
35,121,16,10
17,121,19,11
43,121,7,12
21,121,17,13
49,121,15,14
51,121,19,15
2,121,15,16
50,121,18,17
47,121,17,18
53,121,18,19
4,121,4,20
8,122,1,1
22,122,6,2
44,122,7,3
31,122,3,4
23,122,3,5
4,122,4,6
30,122,6,7
14,122,1,8
43,122,7,9
15,122,4,10
18,122,16,11
35,122,16,12
2,122,15,13
17,122,19,14
49,122,15,15
51,122,19,16
21,122,17,17
52,122,17,18
50,122,18,19
53,122,18,20
22,123,6,1
31,123,3,2
43,123,7,3
44,123,7,4
4,123,4,5
17,123,19,6
14,123,1,7
8,123,1,8
18,123,16,9
51,123,19,10
2,123,15,11
49,123,15,12
11,123,16,13
30,123,6,14
52,123,17,15
21,123,17,16
50,123,18,17
53,123,18,18
23,123,3,19
15,123,4,20
30,90,6,1
22,90,6,2
31,90,3,3
18,90,16,4
4,90,4,5
17,90,19,6
11,90,16,7
23,90,3,8
15,90,4,9
8,90,1,10
13,90,15,11
14,90,1,12
43,90,7,13
21,90,15,14
2,90,17,15
45,90,17,16
47,90,18,17
44,90,7,18
32,90,19,19
46,90,18,20
30,91,6,1
17,91,19,2
22,91,6,3
31,91,3,4
8,91,1,5
18,91,16,6
23,91,3,7
15,91,4,8
14,91,1,9
43,91,7,10
13,91,15,11
21,91,15,12
32,91,19,13
44,91,7,14
2,91,17,15
46,91,18,16
47,91,18,17
45,91,17,18
4,91,4,19
11,91,16,20
30,92,6,1
22,92,6,2
31,92,3,3
23,92,3,4
11,92,16,5
18,92,16,6
15,92,4,7
44,92,7,8
43,92,7,9
14,92,1,10
21,92,15,11
32,92,19,12
13,92,15,13
17,92,19,14
2,92,17,15
45,92,17,16
4,92,4,17
46,92,18,18
47,92,18,19
8,92,1,20
18,93,16,1
30,93,6,2
31,93,3,3
22,93,6,4
23,93,3,5
4,93,4,6
11,93,16,7
17,93,19,8
15,93,4,9
43,93,7,10
14,93,1,11
13,93,15,12
44,93,7,13
32,93,19,14
45,93,17,15
2,93,17,16
46,93,18,17
47,93,18,18
21,93,15,19
8,93,1,20
30,94,6,1
31,94,3,2
11,94,16,3
15,94,4,4
22,94,6,5
23,94,3,6
44,94,7,7
4,94,4,8
17,94,19,9
14,94,1,10
43,94,7,11
21,94,15,12
8,94,1,13
18,94,16,14
2,94,17,15
32,94,19,16
13,94,15,17
46,94,18,18
45,94,17,19
47,94,18,20
15,95,4,1
23,95,3,2
18,95,16,3
4,95,4,4
30,95,6,5
8,95,1,6
22,95,6,7
11,95,16,8
14,95,1,9
31,95,3,10
21,95,15,11
17,95,19,12
44,95,7,13
32,95,19,14
43,95,7,15
13,95,15,16
2,95,17,17
45,95,17,18
47,95,18,19
46,95,18,20
30,96,6,1
11,96,16,2
15,96,4,3
8,96,1,4
18,96,16,5
4,96,4,6
22,96,6,7
31,96,3,8
23,96,3,9
44,96,7,10
43,96,7,11
32,96,19,12
2,96,17,13
17,96,19,14
45,96,17,15
13,96,15,16
47,96,18,17
14,96,1,18
21,96,15,19
46,96,18,20
23,97,3,1
18,97,16,2
15,97,4,3
31,97,3,4
4,97,4,5
30,97,6,6
22,97,6,7
8,97,1,8
14,97,1,9
32,97,19,10
21,97,15,11
43,97,7,12
44,97,7,13
17,97,19,14
2,97,17,15
10,97,17,16
11,97,16,17
47,97,18,18
13,97,15,19
46,97,18,20
22,98,6,1
30,98,6,2
11,98,16,3
18,98,16,4
31,98,3,5
23,98,3,6
8,98,1,7
44,98,7,8
4,98,4,9
17,98,19,10
43,98,7,11
14,98,1,12
32,98,19,13
21,98,15,14
13,98,15,15
2,98,17,16
45,98,17,17
46,98,18,18
47,98,18,19
15,98,4,20
4,99,4,1
30,99,6,2
14,99,1,3
18,99,16,4
15,99,4,5
31,99,3,6
11,99,16,7
48,99,3,8
8,99,1,9
22,99,6,10
43,99,7,11
17,99,19,12
32,99,19,13
44,99,7,14
21,99,15,15
13,99,15,16
2,99,17,17
45,99,17,18
46,99,18,19
47,99,18,20
8,100,1,1
22,100,6,2
18,100,16,3
30,100,6,4
15,100,4,5
4,100,4,6
14,100,1,7
31,100,3,8
11,100,16,9
17,100,19,10
13,100,15,11
44,100,7,12
48,100,3,13
43,100,7,14
32,100,19,15
45,100,17,16
2,100,17,17
46,100,18,18
47,100,18,19
21,100,15,20
30,101,6,1
31,101,3,2
18,101,16,3
8,101,1,4
14,101,1,5
4,101,4,6
15,101,4,7
22,101,6,8
11,101,16,9
44,101,7,10
42,101,3,11
17,101,19,12
32,101,19,13
21,101,15,14
43,101,7,15
13,101,15,16
45,101,17,17
2,101,17,18
46,101,18,19
47,101,18,20
30,102,6,1
22,102,6,2
11,102,16,3
18,102,16,4
4,102,4,5
42,102,3,6
31,102,3,7
21,102,15,8
15,102,4,9
8,102,1,10
17,102,19,11
14,102,1,12
44,102,7,13
32,102,19,14
41,102,7,15
2,102,17,16
45,102,17,17
47,102,18,18
46,102,18,19
13,102,15,20
15,103,4,1
30,103,6,2
4,103,4,3
14,103,1,4
21,103,15,5
22,103,6,6
17,103,19,7
13,103,15,8
44,103,7,9
8,103,1,10
31,103,3,11
18,103,16,12
32,103,19,13
42,103,3,14
11,103,16,15
2,103,17,16
46,103,18,17
47,103,18,18
45,103,17,19
41,103,7,20
22,105,6,1
8,105,1,2
18,105,16,3
13,105,15,4
23,105,3,5
4,105,4,6
21,105,15,7
44,105,7,8
11,105,16,9
14,105,1,10
31,105,3,11
17,105,19,12
35,105,4,13
41,105,7,14
2,105,17,15
32,105,19,16
10,105,17,17
47,105,18,18
46,105,18,19
30,105,6,20
30,106,6,1
23,106,3,2
17,106,19,3
11,106,16,4
18,106,16,5
15,106,7,6
21,106,15,7
14,106,1,8
35,106,4,9
44,106,7,10
4,106,4,11
8,106,1,12
31,106,3,13
32,106,19,14
22,106,6,15
2,106,17,16
10,106,17,17
46,106,18,18
47,106,18,19
13,106,15,20
22,107,6,1
31,107,3,2
8,107,1,3
13,107,15,4
18,107,16,5
11,107,16,6
23,107,3,7
30,107,6,8
4,107,4,9
15,107,7,10
21,107,15,11
17,107,19,12
14,107,1,13
35,107,4,14
41,107,7,15
32,107,19,16
2,107,17,17
10,107,17,18
47,107,18,19
46,107,18,20
21,71,4,1
15,71,7,2
17,71,3,3
35,71,15,4
14,71,9,5
32,71,9,6
2,71,3,7
18,71,16,8
31,71,1,9
8,71,1,10
22,71,6,11
39,71,17,12
4,71,4,13
33,71,17,14
23,71,7,15
40,71,18,16
27,71,18,17
30,71,6,18
11,71,16,19
13,71,15,20
4,72,4,1
15,72,7,2
21,72,4,3
17,72,3,4
23,72,7,5
8,72,1,6
32,72,9,7
14,72,9,8
18,72,16,9
2,72,3,10
31,72,1,11
22,72,6,12
30,72,6,13
13,72,15,14
19,72,16,15
35,72,15,16
39,72,17,17
33,72,17,18
40,72,18,19
27,72,18,20
4,73,4,1
30,73,6,2
15,73,7,3
2,73,3,4
17,73,3,5
23,73,7,6
32,73,9,7
37,73,1,8
8,73,1,9
21,73,4,10
18,73,16,11
13,73,15,12
11,73,16,13
14,73,9,14
22,73,6,15
35,73,15,16
33,73,17,17
39,73,17,18
27,73,18,19
40,73,18,20
8,74,1,1
4,74,4,2
18,74,16,3
17,74,3,4
15,74,7,5
11,74,16,6
25,74,1,7
13,74,15,8
2,74,3,9
22,74,6,10
23,74,7,11
35,74,15,12
21,74,4,13
30,74,6,14
14,74,9,15
24,74,9,16
39,74,17,17
33,74,17,18
40,74,18,19
27,74,18,20
8,75,1,1
17,75,3,2
4,75,4,3
23,75,7,4
15,75,7,5
21,75,4,6
31,75,1,7
30,75,6,8
14,75,9,9
13,75,15,10
24,75,9,11
35,75,15,12
39,75,17,13
33,75,17,14
27,75,18,15
40,75,18,16
2,75,3,17
22,75,6,18
8,76,1,1
4,76,4,2
17,76,3,3
21,76,4,4
15,76,7,5
2,76,3,6
14,76,9,7
30,76,6,8
35,76,15,9
22,76,6,10
13,76,15,11
24,76,9,12
40,76,18,13
27,76,18,14
33,76,17,15
31,76,1,16
39,76,17,17
23,76,7,18
20,841,9,1
1,841,1,2
17,841,9,3
18,841,1,4
4,841,6,5
808,841,4,6
3,841,131,7
13,841,6,8
155,841,15,9
67,841,5,10
30,841,131,11
153,841,5,12
815,841,15,13
814,841,10,14
813,841,3,15
16,841,10,16
22,841,3,17
2,841,4,18
5,841,205,19
15,841,205,20
10,841,166,21
816,841,166,22
20,842,9,1
24,841,164,23
39,841,164,24
1,842,1,2
17,842,9,3
18,842,1,4
4,842,6,5
2,842,4,6
13,842,6,7
808,842,4,8
3,842,131,9
155,842,15,10
30,842,131,11
67,842,5,12
153,842,5,13
814,842,10,14
22,842,3,15
815,842,15,16
16,842,10,17
813,842,3,18
5,842,205,19
15,842,205,20
10,842,166,21
816,842,166,22
24,842,164,23
39,842,164,24
20,843,9,1
18,843,1,2
1,843,1,3
3,843,131,4
4,843,6,5
13,843,6,6
153,843,5,7
814,843,10,8
67,843,5,9
808,843,4,10
16,843,10,11
815,843,15,12
155,843,15,13
30,843,131,14
22,843,3,15
2,843,4,16
813,843,3,17
17,843,9,18
5,843,205,19
15,843,205,20
816,843,166,21
10,843,166,22
24,843,164,23
39,843,164,24
20,844,9,1
17,844,9,2
3,844,131,3
1,844,1,4
4,844,6,5
18,844,1,6
808,844,4,7
30,844,131,8
2,844,4,9
13,844,6,10
22,844,3,11
16,844,10,12
814,844,10,13
813,844,3,14
815,844,15,15
67,844,5,16
153,844,5,17
5,844,205,18
15,844,205,19
816,844,166,20
24,844,164,21
10,844,166,22
39,844,164,23
17,845,9,1
20,845,9,2
1,845,1,3
4,845,6,4
18,845,1,5
808,845,4,6
3,845,131,7
13,845,6,8
813,845,3,9
30,845,131,10
67,845,5,11
815,845,15,12
153,845,5,13
155,845,15,14
5,845,205,15
814,845,10,16
16,845,10,17
15,845,205,18
22,845,3,19
10,845,166,20
24,845,164,21
39,845,164,22
816,845,166,23
20,846,9,1
18,846,1,2
17,846,9,3
4,846,6,4
30,846,131,5
13,846,6,6
1,846,1,7
3,846,131,8
813,846,3,9
815,846,15,10
808,846,4,11
22,846,3,12
155,846,15,13
814,846,10,14
16,846,10,15
2,846,4,16
67,846,5,17
5,846,205,18
15,846,205,19
153,846,5,20
10,846,166,21
816,846,166,22
39,846,164,23
24,846,164,24
20,847,9,1
4,847,6,2
13,847,6,3
17,847,9,4
1,847,1,5
3,847,131,6
18,847,1,7
30,847,131,8
2,847,4,9
808,847,4,10
814,847,10,11
813,847,3,12
155,847,15,13
16,847,10,14
67,847,5,15
22,847,3,16
37,847,15,17
153,847,5,18
15,847,205,19
5,847,205,20
24,847,164,21
10,847,166,22
39,847,164,23
816,847,166,24
20,848,9,1
17,848,9,2
1,848,1,3
4,848,6,4
13,848,6,5
18,848,1,6
3,848,131,7
30,848,131,8
2,848,4,9
16,848,10,10
808,848,4,11
814,848,10,12
22,848,3,13
155,848,15,14
813,848,3,15
815,848,15,16
67,848,5,17
153,848,5,18
5,848,205,19
15,848,205,20
10,848,166,21
24,848,164,22
816,848,166,23
39,848,164,24
17,849,9,1
20,849,9,2
4,849,6,3
13,849,6,4
18,849,1,5
814,849,10,6
813,849,3,7
155,849,15,8
3,849,131,9
1,849,1,10
16,849,10,11
815,849,15,12
30,849,131,13
808,849,4,14
22,849,3,15
2,849,4,16
5,849,205,17
153,849,5,18
67,849,5,19
10,849,166,20
15,849,205,21
816,849,166,22
24,849,164,23
817,849,164,24
17,850,9,1
1,850,1,2
20,850,9,3
4,850,6,4
13,850,6,5
3,850,131,6
18,850,1,7
16,850,10,8
808,850,4,9
30,850,131,10
2,850,4,11
814,850,10,12
813,850,3,13
22,850,3,14
815,850,15,15
67,850,5,16
153,850,5,17
155,850,15,18
5,850,205,19
10,850,166,20
812,850,205,21
816,850,166,22
24,850,164,23
817,850,164,24
20,851,9,1
1,851,1,2
18,851,1,3
13,851,6,4
4,851,6,5
17,851,9,6
3,851,131,7
16,851,10,8
30,851,131,9
815,851,15,10
814,851,10,11
808,851,4,12
155,851,15,13
2,851,4,14
22,851,3,15
153,851,5,16
813,851,3,17
67,851,5,18
5,851,205,19
15,851,205,20
10,851,166,21
24,851,164,22
817,851,164,23
816,851,166,24
20,852,9,1
1,852,1,2
17,852,9,3
13,852,6,4
3,852,131,5
153,852,5,6
811,852,4,7
4,852,6,8
815,852,15,9
808,852,4,10
67,852,5,11
155,852,15,12
18,852,1,13
22,852,3,14
16,852,10,15
813,852,3,16
5,852,205,17
814,852,10,18
15,852,205,19
10,852,166,20
816,852,166,21
24,852,164,22
817,852,164,23
20,854,9,1
17,854,9,2
18,854,1,3
1,854,1,4
4,854,6,5
13,854,6,6
3,854,131,7
30,854,131,8
16,854,10,9
814,854,10,10
815,854,15,11
22,854,3,12
813,854,3,13
67,854,5,14
811,854,4,15
153,854,5,16
155,854,15,17
808,854,4,18
5,854,205,19
15,854,205,20
10,854,166,21
816,854,166,22
817,854,164,23
24,854,164,24
20,855,9,1
18,855,1,2
1,855,1,3
13,855,6,4
4,855,6,5
17,855,9,6
155,855,15,10
30,855,131,7
811,855,4,8
808,855,4,9
16,855,10,11
814,855,10,12
22,855,3,13
813,855,3,14
67,855,5,15
153,855,5,16
815,855,15,17
5,855,205,18
15,855,205,19
816,855,166,20
10,855,166,21
817,855,164,22
3,855,131,23
24,855,164,24
1,856,1,1
20,856,9,2
18,856,1,3
17,856,9,4
13,856,6,5
4,856,6,6
3,856,131,7
808,856,4,8
814,856,10,9
16,856,10,10
153,856,5,11
30,856,131,12
67,856,5,13
155,856,15,14
811,856,4,15
813,856,3,16
815,856,15,17
22,856,3,18
5,856,205,19
15,856,205,20
10,856,166,21
816,856,166,22
24,856,164,23
817,856,164,24
20,857,9,1
1,857,1,2
17,857,9,3
4,857,6,4
18,857,1,5
13,857,6,6
3,857,131,7
16,857,10,8
67,857,5,9
153,857,5,10
808,857,4,11
30,857,131,12
814,857,10,13
813,857,3,14
811,857,4,15
22,857,3,16
815,857,15,17
155,857,15,18
5,857,205,19
15,857,205,20
817,857,164,21
39,857,164,22
816,857,166,23
10,857,166,24
20,858,9,1
1,858,1,2
18,858,1,3
17,858,9,4
4,858,6,5
13,858,6,6
3,858,131,7
30,858,131,8
16,858,10,9
814,858,10,10
815,858,15,11
808,858,4,12
67,858,5,13
811,858,4,14
153,858,5,15
155,858,15,16
813,858,3,17
5,858,205,18
15,858,205,19
10,858,166,20
817,858,164,21
816,858,166,22
24,858,164,23
20,859,9,1
17,859,9,2
18,859,1,3
1,859,1,4
4,859,6,5
3,859,131,6
13,859,6,7
16,859,10,8
811,859,4,9
30,859,131,10
814,859,10,11
22,859,3,12
153,859,5,13
67,859,5,14
808,859,4,15
155,859,15,16
815,859,15,17
813,859,3,18
5,859,205,19
15,859,205,20
24,859,164,21
817,859,164,22
816,859,166,23
10,859,166,24
1,860,1,1
18,860,1,2
154,860,208,3
30,860,131,4
17,860,9,5
20,860,9,6
3,860,131,7
813,860,3,8
807,860,10,9
817,860,5,10
818,860,5,11
4,860,6,12
155,860,15,13
811,860,3,14
814,860,10,15
13,860,6,16
815,860,15,17
8,860,208,18
5,860,207,19
808,860,207,20
10,860,206,21
819,860,206,22
37,860,164,23
39,860,164,24
1,861,1,1
18,861,1,2
30,861,131,3
17,861,9,4
8,861,208,5
20,861,9,6
154,861,208,7
3,861,131,8
4,861,6,9
815,861,15,10
813,861,3,11
13,861,6,12
811,861,3,13
814,861,10,14
817,861,5,15
807,861,10,16
155,861,15,17
818,861,5,18
5,861,207,19
808,861,207,20
10,861,206,21
819,861,206,22
37,861,164,23
39,861,164,24
3,862,131,1
1,862,1,2
30,862,131,3
155,862,15,4
8,862,208,5
18,862,1,6
17,862,9,7
815,862,15,8
4,862,6,9
154,862,208,10
20,862,9,11
13,862,6,12
813,862,3,13
811,862,3,14
814,862,10,15
807,862,10,16
817,862,5,17
818,862,5,18
5,862,207,19
808,862,207,20
10,862,206,21
819,862,206,22
37,862,164,23
39,862,164,24
20,863,9,1
1,863,1,2
17,863,9,3
18,863,1,4
3,863,131,5
817,863,5,6
154,863,208,7
815,863,15,8
4,863,6,9
814,863,10,10
8,863,208,11
155,863,15,12
807,863,10,13
13,863,6,14
811,863,3,15
5,863,207,16
813,863,3,17
30,863,131,18
818,863,5,19
808,863,207,20
819,863,206,21
37,863,164,22
10,863,206,23
39,863,164,24
1,864,1,1
813,864,3,2
4,864,6,3
154,864,208,4
8,864,208,5
815,864,15,6
3,864,131,7
20,864,9,8
30,864,131,9
155,864,15,10
18,864,1,11
17,864,9,12
814,864,10,13
807,864,10,14
818,864,5,15
817,864,5,16
13,864,6,17
811,864,3,18
808,864,207,19
5,864,207,20
819,864,206,21
10,864,206,22
37,864,164,23
39,864,164,24
30,865,131,1
17,865,9,2
3,865,131,3
1,865,1,4
154,865,208,5
4,865,6,6
13,865,6,7
8,865,208,8
813,865,3,9
20,865,9,10
807,865,10,11
155,865,15,12
18,865,1,13
811,865,3,14
814,865,10,15
817,865,5,16
818,865,5,17
5,865,207,18
808,865,207,19
10,865,206,20
37,865,164,21
819,865,206,22
39,865,164,23
20,866,9,1
1,866,1,2
4,866,6,3
17,866,9,4
3,866,131,5
13,866,6,6
154,866,208,7
814,866,10,8
30,866,131,9
18,866,1,10
155,866,15,11
8,866,208,12
807,866,10,13
817,866,5,14
815,866,15,15
811,866,3,16
813,866,3,17
5,866,207,18
808,866,207,19
818,866,5,20
37,866,164,21
10,866,206,22
819,866,206,23
39,866,164,24
20,867,9,1
1,867,1,2
813,867,3,3
154,867,208,4
8,867,208,5
3,867,131,6
155,867,15,7
807,867,10,8
18,867,1,9
814,867,10,10
4,867,6,11
30,867,131,12
13,867,6,13
811,867,3,14
815,867,15,15
5,867,207,16
817,867,5,17
818,867,5,18
17,867,9,19
808,867,207,20
37,867,164,21
39,867,164,22
819,867,206,23
4,868,6,1
17,868,9,2
30,868,131,3
20,868,9,4
13,868,6,5
8,868,208,6
813,868,3,7
1,868,1,8
807,868,10,9
154,868,208,10
814,868,10,11
155,868,15,12
3,868,131,13
817,868,5,14
811,868,3,15
818,868,5,16
815,868,15,17
18,868,1,18
808,868,207,19
5,868,207,20
10,868,206,21
37,868,164,22
39,868,164,23
819,868,206,24
4,869,6,1
20,869,9,2
17,869,9,3
30,869,131,4
807,869,10,5
813,869,3,6
18,869,1,7
1,869,1,8
814,869,10,9
8,869,208,10
817,869,5,11
815,869,15,12
155,869,15,13
13,869,6,14
154,869,208,15
811,869,3,16
3,869,131,17
818,869,5,18
5,869,207,19
808,869,207,20
819,869,206,21
10,869,206,22
37,869,164,23
39,869,164,24
1,870,1,1
154,870,208,2
20,870,9,3
18,870,1,4
8,870,208,5
4,870,6,6
13,870,6,7
813,870,3,8
811,870,3,9
807,870,10,10
17,870,9,11
814,870,10,12
3,870,131,13
815,870,15,14
155,870,15,15
818,870,5,16
30,870,131,17
817,870,5,18
5,870,207,19
808,870,207,20
819,870,206,21
10,870,206,22
37,870,164,23
39,870,164,24
18,871,1,1
155,871,15,2
813,871,3,3
8,871,208,4
815,871,15,5
4,871,6,6
17,871,9,7
1,871,1,8
154,871,208,9
814,871,10,10
20,871,9,11
807,871,10,12
30,871,131,13
13,871,6,14
818,871,5,15
817,871,5,16
811,871,3,17
